Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2024 US Open R128,L vs Kokkinakis,108.9,120.5,6.1,124.0,116.7,131,103,96.7,6.6,105.0,96.6,112,80
2024 Wimbledon R64,L vs Ruusuvuori,111.9,117.3,5.8,119.9,114.7,127,92,98.8,6.4,102.0,96.3,113,87
2024 Wimbledon R128,W vs Daniel,111.3,116.1,6.2,118.2,111.8,129,104,100.2,4.9,103.3,101.2,110,90
2023 US Open R64,L vs Stricker,111.7,118.4,5.6,120.5,115.7,131,104,100.9,6.2,102.9,100.4,116,80
2023 US Open R128,W vs Raonic,107.2,116.3,7.6,118.4,113.7,128,87,91.5,6.1,94.0,89.8,103,74
2023 Wimbledon R16,L vs Eubanks,113.0,119.9,5.4,122.5,115.1,128,103,97.5,7.0,101.3,100.0,113,81
2023 Wimbledon R32,W vs Djere,116.4,122.5,5.2,124.9,118.0,129,109,102.4,6.4,105.4,101.2,115,87
2023 Wimbledon R64,W vs Murray,115.3,121.6,5.2,123.5,116.5,130,106,101.2,5.5,103.4,104.2,112,88
2023 Wimbledon R128,W vs Thiem,113.3,121.5,6.4,124.7,118.4,132,89,96.9,6.0,100.5,94.8,108,88
2022 US Open R128,L vs Galan,106.5,116.0,9.1,115.3,112.2,129,68,92.6,5.5,94.5,85.0,104,81
2022 Wimbledon R32,L vs Kyrgios,112.9,121.0,5.3,123.3,115.9,130,108,99.8,5.4,102.9,103.0,116,87
2022 Wimbledon R64,W vs Thompson,113.2,121.8,5.1,124.1,116.5,129,109,99.9,5.6,101.0,,110,89
2022 Wimbledon R128,W vs Ritschard,111.9,120.0,5.1,121.6,115.6,129,101,96.5,6.8,100.3,98.0,111,75
2021 US Open R32,L vs Alcaraz,113.3,121.8,4.9,123.7,117.6,133,109,99.7,5.2,105.4,97.8,110,85
2021 US Open R64,W vs Mannarino,112.4,118.4,5.9,121.6,113.6,128,103,98.1,4.3,102.8,95.2,107,83
2021 US Open R128,W vs Murray,112.6,121.8,5.4,123.5,118.9,131,109,100.6,4.9,104.3,100.5,116,90
2021 Wimbledon R128,L vs Tiafoe,111.5,117.2,5.1,118.8,113.6,126,103,98.4,4.7,100.0,97.7,106,84
2020 US Open R32,L vs Coric,111.9,118.5,7.5,122.7,115.1,130,80,97.6,6.0,99.2,98.2,111,84
2020 US Open R64,W vs Cressy,111.8,120.5,5.3,122.4,116.1,132,105,96.8,7.5,96.0,97.0,112,69
2020 US Open R128,W vs Ramos,111.9,118.9,6.7,121.6,114.2,129,105,98.8,6.5,98.4,95.0,115,91
Career (32 matches),,110.7,118.6,6.7,122.3,115.7,133,68,96.5,6.3,101.7,98.7,124,63
