Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,10,Hard,38,28,10,73.7%,28,13,15,46.4%,2017,2026,F,34,1.13,10.9%,2.9%,63.0%,76.9%,56.3%,69.3%,34.8%,70.6%,41.6%
Roland Garros,9,Clay,39,30,9,76.9%,21,13,8,61.9%,2017,2025,F,36,1.20,6.2%,3.1%,64.0%,73.4%,55.7%,67.0%,39.4%,63.8%,40.8%
Wimbledon,8,Grass,20,12,8,60.0%,20,11,9,55.0%,2017,2025,R16,17,1.10,11.2%,3.4%,63.7%,78.0%,55.6%,69.9%,33.2%,64.9%,32.4%
US Open,9,Hard,18,9,9,50.0%,20,10,10,50.0%,2017,2025,R32,15,1.07,10.6%,4.0%,57.3%,76.0%,51.4%,65.5%,37.0%,62.6%,38.6%
Olympics,2,,7,5,2,71.4%,3,1,2,33.3%,2021,2024,QF,4,1.20,5.6%,4.1%,66.3%,70.9%,58.2%,66.7%,40.0%,61.9%,56.0%
Davis Cup,6,,11,9,2,81.8%,5,3,2,60.0%,2020,2026,,2,1.26,10.5%,2.6%,60.1%,79.3%,63.9%,73.2%,33.8%,100.0%,20.0%
Miami Masters,8,Hard,20,12,8,60.0%,8,4,4,50.0%,2018,2026,QF,19,1.11,9.4%,2.3%,63.9%,76.0%,52.4%,67.5%,36.1%,65.3%,33.6%
Indian Wells Masters,8,Hard,17,9,8,52.9%,7,4,3,57.1%,2018,2026,QF,17,1.04,7.6%,2.9%,61.2%,71.1%,55.3%,65.0%,36.5%,62.9%,41.3%
Dubai,5,Hard,19,15,4,78.9%,10,8,2,80.0%,2018,2026,W,19,1.21,8.1%,3.7%,62.4%,79.8%,55.3%,70.6%,35.6%,70.2%,35.3%
Doha,3,Hard,9,6,3,66.7%,5,2,3,40.0%,2018,2026,QF,9,1.19,8.0%,1.8%,64.0%,78.6%,51.3%,68.8%,37.1%,39.1%,32.8%
Rotterdam,9,Hard,21,12,9,57.1%,10,2,8,20.0%,2017,2026,F,21,1.10,7.9%,2.7%,61.1%,75.3%,52.5%,66.4%,36.8%,53.3%,39.9%
United Cup,3,Hard,11,9,2,81.8%,5,3,2,60.0%,2023,2026,W,11,1.08,12.1%,2.8%,63.1%,78.5%,52.8%,69.0%,33.4%,72.7%,44.1%
