Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2024 ITF Dallas R16,L vs Stoiana,78.7%,43.2%,21.3%,1/9,2.42,12.5%,77.8%,42.9%,22.2%,2.40,17.1%,80.0%,43.8%,20.0%,2.45,0.0%
2024 ITF Dallas R32,W vs Sakatsume,86.7%,46.2%,5.0%,1/2,2.59,10.0%,85.0%,52.9%,5.0%,2.56,13.3%,90.0%,33.3%,5.0%,2.68,0.0%
Career (2 matches),,83.2%,44.9%,12.1%,15.4%,2.49,11.5%,82.1%,49.1%,11.9%,2.47,15.5%,85.0%,38.2%,12.5%,2.54,0.0%
