Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,13,9,4,69.2%,18-10,64.3%,139-124,52.9%,3-0,100.0%,13,76.0%,29.0%,3.7%,5.7%,60.7%,68.3%,46.4%,59.7%,42.7%,51.0%,1.06,W (Midland 125)
2025,42,23,19,54.8%,49-45,52.1%,453-428,51.4%,6-4,60.0%,41,61.1%,41.3%,2.6%,6.1%,61.2%,62.4%,42.8%,54.8%,46.4%,50.5%,1.03,W (W75 Kursumlijska Banja)
2024,50,28,22,56.0%,58-50,53.7%,531-473,52.9%,2-10,16.7%,5,50.0%,42.9%,1.4%,4.2%,61.0%,54.2%,39.9%,48.6%,47.7%,48.1%,0.93,W (W50 Ourense)
2023,36,22,14,61.1%,49-36,57.6%,412-362,53.2%,2-5,28.6%,2,63.2%,28.6%,4.5%,6.3%,69.4%,64.9%,35.3%,55.9%,38.8%,47.0%,0.88,W (W25 Monastir)
2022,15,12,3,80.0%,24-7,77.4%,163-110,59.7%,3-1,75.0%,2,46.7%,47.1%,1.0%,10.7%,68.0%,60.0%,24.2%,48.5%,46.1%,47.2%,0.90,W (2x)
2021,30,17,13,56.7%,32-27,54.2%,269-268,50.1%,5-2,71.4%,0,,,,,,,,,,,,W (W25 Johannesburg Ellispark)
2020,26,17,9,65.4%,37-25,59.7%,312-268,53.8%,3-2,60.0%,0,,,,,,,,,,,,F (W25 Marbella)
2019,7,3,4,42.9%,7-10,41.2%,79-82,49.1%,1-2,33.3%,0,,,,,,,,,,,,SF (W15 Tabarka)
2018,8,6,2,75.0%,13-6,68.4%,99-66,60.0%,1-1,50.0%,0,,,,,,,,,,,,W (Vinaros $15K)
Career,227,137,90,60.4%,287-216,57.1%,2457-2181,53.0%,26-27,49.1%,63,63.1%,38.6%,2.7%,6.0%,61.5%,62.9%,42.7%,55.2%,45.5%,50.2%,1.01,
