Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2025 Angers 125 R32,L vs Podrez,43% (3/7),0% (0/3),0/4,71% (5/7),0% (0/5),0/0,0/0,1/2,0/0,0/1
2025 Tokyo R32,L vs Cristian,11% (1/9),100% (1/1),1/3,50% (4/8),0% (0/4),1/1,0/0,1/2,0/0,1/1
2025 W75 Bratislava R16,L vs Pohankova,50% (5/10),80% (4/5),1/6,67% (6/9),0% (0/6),0/4,0/0,0/0,0/0,0/0
2024 W100 Les Franqueses del Valles (Barcelona) F,L vs Zakharova,25% (2/8),50% (1/2),1/4,63% (5/8),0% (0/5),0/1,0/0,0/1,0/0,0/0
2024 W50 Pretoria R16,W vs Berecoechea,100% (7/7),100% (7/7),1/1,50% (3/6),67% (2/3),4/5,0/0,0/0,0/0,0/0
2022 Andorra 125 R16,L vs Lisicki,38% (3/8),33% (1/3),0/4,86% (6/7),17% (1/6),1/1,0/0,0/1,0/0,0/0
2019 W15 Manacor R32,L vs Vicens Mas,54% (13/24),69% (9/13),2/8,50% (10/20),20% (2/10),2/6,0/0,1/1,0/0,1/1
2019 W15 Manacor R32,L vs Lairon Navarro,38% (3/8),67% (2/3),1/5,86% (6/7),0% (0/6),1/2,0/0,0/1,0/0,0/0
2025 (3 matches),,34.6%,55.6%,15.4%,62.5%,0.0%,20.0%,-,50.0%,-,50.0%
2024 (2 matches),,60.0%,88.9%,40.0%,57.1%,25.0%,66.7%,-,0.0%,-,-
2022 (1 matches),,37.5%,33.3%,0.0%,85.7%,16.7%,100.0%,-,0.0%,-,-
2019 (2 matches),,50.0%,68.8%,23.1%,59.3%,12.5%,37.5%,-,50.0%,-,100.0%
Career (8 matches),,45.7%,67.6%,20.0%,62.5%,11.1%,45.0%,-,37.5%,-,66.7%
