Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,4,1,3,25.0%,4-4,50.0%,34-36,48.6%,1-0,100.0%,0,,,,,,,,,,,
Clay,19,11,8,57.9%,22-20,52.4%,202-201,50.1%,5-3,62.5%,0,,,,,,,,,,,
Carpet,1,0,1,0.0%,0-2,0.0%,5-12,29.4%,0-0,-,0,,,,,,,,,,,
Semi-finals,3,0,3,0.0%,0-6,0.0%,17-37,31.5%,0-1,0.0%,0,,,,,,,,,,,
Quarter-finals,3,3,0,100.0%,5-1,83.3%,34-24,58.6%,1-0,100.0%,0,,,,,,,,,,,
vs Righties,14,8,6,57.1%,17-15,53.1%,156-145,51.8%,3-1,75.0%,0,,,,,,,,,,,
vs Lefties,2,2,0,100.0%,4-1,80.0%,25-17,59.5%,0-0,-,0,,,,,,,,,,,
