Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 W25 Prerov SF,L vs Kostova,1.01,0.66,39.1,2.9,-,22.2%,-,50.0%,34.8%,50.0%
2019 W25 Prerov R16,W vs Orpana,1.13,1.47,47.0,2.3,-,63.6%,-,53.3%,60.0%,46.4%
2019 W25 Obidos R16,W vs Orpana,1.01,1.60,43.8,3.3,-,72.0%,-,50.0%,63.0%,58.3%
2019 W25 Obidos Q2,W vs Noel,1.17,3.30,29.4,2.1,-,77.3%,-,73.7%,75.0%,61.1%
2019 W25 Obidos R16,L vs Bandecchi,0.82,0.72,56.8,2.5,-,57.6%,-,58.6%,44.1%,29.0%
2019 W15 Tabarka F,L vs Vicens Mas,0.93,0.70,53.3,2.8,3.1%,46.9%,0.0%,67.9%,31.4%,34.4%
2019 W15 Tabarka R16,W vs Damaschin,1.05,2.17,31.5,2.0,0.0%,60.9%,0.0%,61.9%,90.0%,66.7%
2019 W15 Tabarka R32,W vs Lanca,1.22,2.71,26.5,2.1,0.0%,72.2%,0.0%,56.3%,84.2%,72.2%
2019 W15 Le Havre F,W vs Dartron,1.10,1.28,47.9,4.7,0.0%,57.8%,0.0%,55.8%,40.4%,59.6%
2019 W15 Le Havre SF,W vs Noel,1.07,1.32,59.8,2.4,0.0%,54.5%,0.0%,60.6%,56.3%,48.4%
2019 W15 Le Havre QF,W vs Carrillo Marin,1.10,1.76,41.4,2.7,0.0%,44.8%,0.0%,73.1%,66.7%,66.7%
2019 W15 Le Havre R16,W vs Pieri,1.11,1.18,62.5,3.3,0.0%,50.0%,0.0%,55.9%,51.0%,48.9%
2019 W15 Le Havre R32,W vs Robbe,1.06,2.51,32.7,2.0,-,65.2%,-,77.3%,88.2%,46.7%
2019 W15 Gonesse R32,L vs Molinaro,0.89,0.79,52.0,4.7,0.0%,51.1%,0.0%,52.4%,36.4%,50.0%
2019 W15 Antalya R16,L vs Dinu,1.13,0.79,56.3,4.4,0.0%,48.8%,0.0%,42.9%,35.1%,41.2%
2019 W15 Antalya R32,W vs Saigo,0.94,1.32,59.3,3.4,0.0%,61.1%,0.0%,60.6%,58.8%,50.0%
2019 W15 Manacor R16,W vs Cavalle Reimers,1.06,1.30,64.6,2.5,0.0%,52.5%,0.0%,38.5%,62.5%,71.4%
2019 W15 Manacor R32,W vs Brunskog,0.90,1.39,46.1,3.0,-,53.8%,-,54.5%,68.0%,73.9%
2017 Seville $25K R32,L vs Kilnarova,0.85,0.57,35.9,2.0,-,45.8%,-,40.9%,30.3%,45.2%
2017 Santa Margherita Di Pula $25K QF,L vs Hercog,0.90,0.81,58.2,2.2,0.0%,54.8%,0.0%,46.3%,35.7%,53.8%
2019 (18 matches),,1.03,1.25,50.1,2.7,0.2%,55.0%,0.0%,56.5%,54.0%,52.5%
2017 (17 matches),,1.00,1.11,57.2,2.8,0.8%,54.1%,0.7%,53.1%,52.6%,49.5%
2016 (35 matches),,1.01,1.08,55.8,2.5,0.2%,53.4%,0.4%,53.9%,50.7%,48.6%
2015 (22 matches),,1.07,1.27,48.3,2.3,0.2%,55.9%,0.2%,56.6%,50.8%,53.1%
2014 (3 matches),,1.09,1.10,52.8,2.8,0.0%,47.6%,0.0%,54.4%,47.3%,52.1%
Career (115 matches),,1.03,1.11,53.9,2.5,0.3%,53.5%,0.3%,53.7%,50.8%,49.8%
