Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2023,1,0,1,0.0%,1-0,100.0%,6-3,66.7%,0-0,-,0,,,,,,,,,,,,R32 (W25 Monastir)
2022,25,13,12,52.0%,27-28,49.1%,252-262,49.0%,6-3,66.7%,0,,,,,,,,,,,,SF (3x)
2021,15,6,9,40.0%,13-22,37.1%,141-175,44.6%,1-1,50.0%,0,,,,,,,,,,,,SF (W15 Antalya)
2020,22,12,10,54.5%,26-22,54.2%,234-208,52.9%,2-1,66.7%,1,50.0%,0.0%,0.0%,3.6%,87.3%,52.1%,28.6%,49.1%,36.7%,42.6%,0.72,F (W15 Platja D'Aro)
2019,49,33,16,67.3%,70-40,63.6%,547-420,56.6%,4-3,57.1%,0,,,,,,,,,,,,W (W15 Le Havre)
2018,8,7,1,87.5%,15-5,75.0%,113-72,61.1%,0-1,0.0%,0,,,,,,,,,,,,W (Solarino $15K)
2017,21,11,10,52.4%,26-20,56.5%,216-203,51.6%,1-2,33.3%,0,,,,,,,,,,,,SF (2x)
2016,53,31,22,58.5%,70-46,60.3%,577-451,56.1%,4-5,44.4%,0,,,,,,,,,,,,F (3x)
2015,62,45,17,72.6%,95-40,70.4%,702-468,60.0%,3-4,42.9%,0,,,,,,,,,,,,W (4x)
2014,48,32,16,66.7%,65-37,63.7%,490-409,54.5%,3-0,100.0%,0,,,,,,,,,,,,W (Vinaroz 10K)
2013,35,19,16,54.3%,43-37,53.8%,395-359,52.4%,3-4,42.9%,0,,,,,,,,,,,,SF (2x)
2012,50,31,19,62.0%,67-47,58.8%,552-448,55.2%,2-4,33.3%,0,,,,,,,,,,,,W (Getxo 10K)
2011,32,13,19,40.6%,28-38,42.4%,277-293,48.6%,0-1,0.0%,0,,,,,,,,,,,,SF (2x)
2010,48,28,20,58.3%,65-41,61.3%,527-408,56.4%,2-4,33.3%,0,,,,,,,,,,,,W (La Marsa 10K)
2009,50,32,18,64.0%,64-45,58.7%,538-475,53.1%,6-6,50.0%,0,,,,,,,,,,,,W (2x)
2008,49,30,19,61.2%,70-44,61.4%,593-476,55.5%,7-6,53.8%,0,,,,,,,,,,,,F (3x)
2007,21,7,14,33.3%,20-28,41.7%,207-225,47.9%,0-4,0.0%,0,,,,,,,,,,,,SF (Savitaipale 10K)
2006,4,1,3,25.0%,2-6,25.0%,26-38,40.6%,0-0,-,0,,,,,,,,,,,,R16 (Rabat 10K)
Career,593,351,242,59.2%,767-546,58.4%,6393-5393,54.2%,44-49,47.3%,1,50.0%,0.0%,0.0%,3.6%,87.3%,52.1%,28.6%,49.1%,36.7%,42.6%,0.72,
