Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2019 W25 Prerov SF,L vs Kostova,33% (3/9),100% (3/3),1/6,78% (7/9),0% (0/7),0/3,0/0,0/1,0/0,0/1
2019 W25 Prerov R16,W vs Orpana,67% (6/9),83% (5/6),2/2,67% (6/9),67% (4/6),3/3,0/1,0/0,0/0,0/0
2019 W25 Obidos R16,W vs Orpana,75% (6/8),100% (6/6),1/2,25% (2/8),0% (0/2),5/5,1/1,0/0,0/0,0/0
2019 W25 Obidos Q2,W vs Noel,100% (6/6),83% (5/6),0/0,14% (1/7),100% (1/1),5/5,2/2,0/0,1/1,0/0
2019 W25 Obidos R16,L vs Bandecchi,18% (2/11),100% (2/2),0/3,50% (5/10),20% (1/5),0/2,0/0,1/2,0/0,0/0
2019 W15 Tabarka F,L vs Vicens Mas,33% (3/9),0% (0/3),0/3,56% (5/9),40% (2/5),0/0,0/0,0/0,0/0,0/0
2019 W15 Tabarka R16,W vs Damaschin,100% (7/7),100% (7/7),2/2,43% (3/7),33% (1/3),3/5,0/1,0/0,0/0,0/0
2019 W15 Tabarka R32,W vs Lanca,100% (7/7),100% (7/7),2/2,29% (2/7),0% (0/2),3/5,0/1,0/0,0/0,0/0
2019 W15 Le Havre F,W vs Dartron,54% (7/13),100% (7/7),1/4,38% (5/13),20% (1/5),4/6,1/1,2/2,0/0,0/0
2019 W15 Le Havre SF,W vs Noel,50% (5/10),100% (5/5),1/3,50% (5/10),40% (2/5),2/3,0/0,0/0,0/0,0/0
2019 W15 Le Havre QF,W vs Carrillo Marin,86% (6/7),100% (6/6),2/2,50% (4/8),50% (2/4),4/5,1/1,0/0,1/1,0/0
2019 W15 Le Havre R16,W vs Pieri,57% (8/14),75% (6/8),1/5,60% (9/15),44% (4/9),3/5,1/2,1/1,1/2,0/0
2019 W15 Le Havre R32,W vs Robbe,83% (5/6),100% (5/5),0/0,29% (2/7),100% (2/2),4/4,1/1,0/0,1/1,0/0
2019 W15 Gonesse R32,L vs Molinaro,42% (5/12),80% (4/5),2/5,58% (7/12),29% (2/7),2/4,1/1,1/1,0/0,0/0
2019 W15 Antalya R16,L vs Dinu,42% (5/12),80% (4/5),1/7,62% (8/13),0% (0/8),2/3,0/0,0/1,0/0,0/1
2019 W15 Antalya R32,W vs Saigo,70% (7/10),71% (5/7),2/3,40% (4/10),25% (1/4),4/5,1/1,1/1,1/1,0/0
2019 W15 Manacor R16,W vs Cavalle Reimers,82% (9/11),100% (9/9),6/7,64% (7/11),0% (0/7),2/7,0/1,0/0,0/0,0/0
2019 W15 Manacor R32,W vs Brunskog,88% (7/8),100% (7/7),2/3,44% (4/9),25% (1/4),5/7,2/2,0/0,1/1,0/0
2017 Seville $25K R32,L vs Kilnarova,57% (4/7),0% (0/4),0/4,63% (5/8),0% (0/5),0/0,0/0,0/1,0/0,0/1
2017 Santa Margherita Di Pula $25K QF,L vs Hercog,50% (6/12),67% (4/6),2/6,75% (9/12),33% (3/9),1/3,0/0,1/1,0/0,1/1
2019 (18 matches),,61.5%,89.4%,44.1%,49.4%,27.9%,66.2%,68.8%,66.7%,85.7%,0.0%
2017 (17 matches),,64.6%,81.2%,48.6%,56.0%,24.3%,64.9%,47.1%,60.0%,55.6%,33.3%
2016 (35 matches),,57.9%,83.6%,46.4%,55.3%,27.9%,67.1%,68.8%,54.5%,76.9%,66.7%
2015 (22 matches),,64.1%,84.8%,50.8%,48.3%,27.6%,68.1%,59.3%,12.5%,42.9%,20.0%
2014 (3 matches),,63.9%,82.6%,47.1%,57.9%,13.6%,56.3%,66.7%,50.0%,50.0%,50.0%
Career (115 matches),,59.3%,84.3%,45.7%,54.2%,24.8%,63.6%,61.5%,53.1%,64.0%,46.9%
