Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,7,4,3,57.1%,10-7,58.8%,87-76,53.4%,1-2,33.3%,7,76.3%,31.3%,8.5%,3.4%,59.5%,73.4%,47.0%,62.7%,40.9%,51.5%,1.10,SF (Cleveland)
2024,20,9,11,45.0%,18-25,41.9%,210-218,49.1%,2-6,25.0%,20,74.0%,24.4%,8.6%,5.5%,53.2%,70.6%,48.9%,60.4%,38.7%,49.6%,0.98,QF (4x)
2022,31,19,12,61.3%,44-30,59.5%,384-331,53.7%,7-7,50.0%,31,82.3%,24.3%,10.0%,4.5%,60.0%,72.1%,53.2%,64.6%,38.3%,51.4%,1.08,SF (3x)
2021,18,14,4,77.8%,30-11,73.2%,215-166,56.4%,3-0,100.0%,18,82.1%,28.4%,11.4%,5.1%,58.7%,74.1%,51.4%,64.7%,40.9%,53.2%,1.16,W (Las Vegas)
2020,19,15,4,78.9%,30-12,71.4%,243-176,58.0%,4-5,44.4%,19,89.9%,25.9%,13.9%,4.9%,57.1%,79.9%,54.1%,68.8%,38.7%,53.4%,1.24,W (2x)
2019,30,23,7,76.7%,48-21,69.6%,382-278,57.9%,7-5,58.3%,29,84.8%,31.7%,11.2%,4.7%,58.0%,76.2%,52.8%,66.4%,41.5%,53.7%,1.23,W (2x)
2018,12,4,8,33.3%,11-17,39.3%,128-148,46.4%,3-0,100.0%,11,73.2%,17.6%,12.5%,4.6%,54.5%,74.7%,45.7%,61.5%,35.8%,48.7%,0.93,QF (Fairfield)
2017,2,1,1,50.0%,2-2,50.0%,20-19,51.3%,0-0,-,2,70.0%,31.6%,6.5%,4.6%,63.9%,69.6%,53.8%,63.9%,42.2%,52.7%,1.17,R16 (Columbus)
2016,1,0,1,0.0%,0-2,0.0%,9-13,40.9%,0-1,0.0%,1,90.0%,0.0%,1.6%,3.2%,54.8%,79.4%,57.1%,69.4%,25.4%,46.5%,0.83,R32 (Columbus)
Career,140,89,51,63.6%,193-127,60.3%,1678-1425,54.1%,27-26,50.9%,138,81.5%,26.4%,10.8%,4.7%,57.6%,74.3%,51.4%,64.6%,39.3%,51.9%,1.11,
