Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2024 Roland Garros R128,L vs Alcaraz,70.1%,42.6%,3.0%,1/1,2.59,1.8%,68.1%,43.8%,4.3%,2.93,0.0%,83.3%,40.0%,0.0%,2.24,3.7%
2023 Shanghai R16,L vs Humbert,60.0%,14.3%,17.1%,4/2,-,14.8%,52.0%,15.4%,8.0%,-,26.7%,80.0%,12.5%,40.0%,-,0.0%
2023 Rome R64,W vs Hurkacz,57.7%,56.7%,1.9%,0/1,2.36,0.0%,40.7%,54.5%,0.0%,2.44,0.0%,79.2%,57.9%,4.2%,2.14,0.0%
2023 Australian Open R16,L vs Shelton,57.0%,37.8%,3.2%,2/3,2.34,40.6%,49.1%,35.8%,2.8%,2.39,68.9%,75.5%,40.5%,4.1%,2.27,2.2%
2022 Florence F,L vs Auger Aliassime,48.1%,56.0%,1.9%,1/0,2.27,11.3%,26.5%,55.6%,2.9%,2.33,20.7%,94.1%,56.3%,0.0%,2.19,0.0%
2022 Florence SF,W vs Ymer,73.3%,61.4%,1.7%,0/1,1.97,29.5%,77.5%,61.3%,0.0%,1.91,42.9%,65.0%,61.5%,5.0%,2.06,6.3%
2022 US Open R32,L vs Kyrgios,45.3%,51.3%,4.7%,2/2,-,37.0%,44.3%,51.9%,3.3%,-,57.1%,60.0%,50.0%,10.0%,-,0.0%
2022 Winston Salem R64,L vs Thiem,57.8%,52.2%,4.3%,2/3,2.41,13.3%,53.8%,48.6%,3.1%,2.23,22.5%,65.3%,56.3%,6.1%,2.58,4.7%
2022 Houston R16,L vs Brouwer,80.4%,42.2%,3.6%,1/1,2.27,5.9%,82.2%,45.9%,2.2%,2.47,10.0%,80.0%,25.0%,10.0%,2.00,0.0%
2022 Miami R128,W vs Altmaier,59.3%,56.3%,0.0%,0/0,1.88,29.5%,51.7%,40.0%,0.0%,1.74,56.5%,77.3%,70.6%,0.0%,2.02,0.0%
2022 Australian Open Q1,L vs Stakhovsky,67.2%,63.4%,1.6%,0/1,1.97,20.6%,53.3%,43.8%,3.3%,2.03,41.2%,80.6%,76.0%,0.0%,1.91,0.0%
2020 US Open R32,L vs Medvedev,62.3%,50.0%,1.3%,0/1,2.56,9.4%,56.1%,39.1%,2.4%,2.61,20.0%,71.4%,60.0%,0.0%,2.51,0.0%
2019 Champaign CH F,W vs Korda,66.7%,51.2%,3.3%,2/2,2.57,10.3%,57.7%,48.8%,4.2%,2.56,20.0%,82.0%,53.7%,2.0%,2.58,0.0%
Career (13 matches),,61.3%,48.9%,3.3%,45.5%,2.33,18.9%,55.1%,45.2%,2.9%,2.36,32.9%,75.5%,53.7%,4.2%,2.30,1.6%
