Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,76,35,41,46.1%,92-98,48.4%,900-949,48.7%,17-9,65.4%,76,76.6%,19.9%,9.7%,4.3%,57.9%,72.9%,49.0%,62.8%,35.5%,49.2%,0.95
Clay,16,7,9,43.8%,16-21,43.2%,163-181,47.4%,0-1,0.0%,16,74.4%,20.5%,6.7%,3.9%,57.8%,69.1%,50.4%,61.2%,35.3%,48.6%,0.91
Grass,6,3,3,50.0%,8-8,50.0%,87-80,52.1%,1-5,16.7%,6,86.6%,21.0%,8.5%,4.4%,55.7%,72.9%,58.5%,66.5%,34.8%,50.3%,1.04
Grand Slams,16,8,8,50.0%,31-26,54.4%,268-272,49.6%,4-2,66.7%,16,75.4%,22.8%,10.7%,4.7%,60.2%,71.8%,48.7%,62.6%,36.8%,49.9%,0.98
Masters,23,8,15,34.8%,22-33,40.0%,241-292,45.2%,4-4,50.0%,23,71.4%,19.0%,7.6%,4.7%,54.0%,72.6%,45.4%,60.1%,35.0%,47.9%,0.88
Other Tours,59,29,30,49.2%,63-68,48.1%,641-646,49.8%,10-9,52.6%,59,79.9%,19.3%,9.2%,3.8%,58.3%,72.5%,52.5%,64.2%,35.0%,49.4%,0.98
Best of 5,16,8,8,50.0%,31-26,54.4%,268-272,49.6%,4-2,66.7%,16,75.4%,22.8%,10.7%,4.7%,60.2%,71.8%,48.7%,62.6%,36.8%,49.9%,0.98
Best of 3,82,37,45,45.1%,85-101,45.7%,882-938,48.5%,14-13,51.9%,82,77.4%,19.2%,8.7%,4.1%,57.0%,72.5%,50.2%,62.9%,35.0%,49.0%,0.94
Finals,1,0,1,0.0%,0-2,0.0%,8-12,40.0%,0-0,-,1,70.0%,10.0%,4.2%,2.8%,57.7%,70.7%,40.0%,57.7%,28.8%,45.5%,0.68
Semi-finals,3,1,2,33.3%,3-4,42.9%,37-38,49.3%,0-1,0.0%,3,83.8%,16.2%,12.5%,3.6%,64.3%,73.6%,53.8%,66.5%,31.4%,48.9%,0.94
Quarter-finals,7,3,4,42.9%,7-10,41.2%,81-84,49.1%,0-1,0.0%,7,80.7%,17.3%,10.8%,3.0%,59.3%,72.1%,55.9%,65.5%,34.1%,49.8%,0.99
vs Righties,82,36,46,43.9%,92-106,46.5%,929-992,48.4%,14-11,56.0%,82,77.0%,19.2%,9.1%,4.0%,57.4%,72.7%,50.0%,63.0%,35.0%,49.1%,0.95
vs Lefties,15,8,7,53.3%,22-20,52.4%,205-209,49.5%,4-4,50.0%,15,75.9%,23.2%,9.8%,5.2%,59.4%,71.2%,48.3%,61.9%,37.1%,49.5%,0.97
vs Top 10,8,0,8,0.0%,1-18,5.3%,56-117,32.4%,1-1,50.0%,8,56.5%,8.1%,7.1%,5.6%,56.8%,64.6%,41.1%,54.4%,28.3%,41.6%,0.62
