Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2024 Roland Garros R128,L vs Alcaraz,9.1%,12.1%,31.6%,14.2%,14.3%,20.0%,36.7%,24.0%,47.1%,72.2%,50.0%,3.6%,3.6%,25.9%,-80
2023 Shanghai R16,L vs Humbert,22.0%,26.8%,29.6%,24.4%,31.8%,40.9%,33.3%,36.4%,33.3%,60.0%,0.0%,14.3%,14.3%,25.0%,-2
2023 Rome R64,W vs Hurkacz,28.1%,42.1%,68.4%,34.2%,25.0%,44.4%,77.8%,34.7%,57.1%,54.5%,-,38.9%,44.4%,45.5%,137
2023 Australian Open R16,L vs Shelton,30.9%,50.0%,58.2%,40.5%,38.7%,61.3%,66.2%,53.4%,66.7%,30.9%,50.0%,16.4%,29.1%,45.7%,-26
2022 Florence F,L vs Auger Aliassime,21.1%,32.4%,48.1%,27.9%,26.8%,41.5%,60.0%,38.5%,38.1%,55.0%,100.0%,14.3%,21.4%,33.3%,22
2022 Florence SF,W vs Ymer,30.8%,35.4%,40.9%,35.8%,37.8%,44.4%,42.9%,45.1%,65.2%,36.4%,0.0%,15.8%,15.8%,37.5%,-3
2022 US Open R32,L vs Kyrgios,31.3%,40.0%,46.3%,36.4%,35.2%,48.1%,51.4%,42.8%,39.3%,30.8%,33.3%,24.0%,24.0%,36.8%,-21
2022 Winston Salem R64,L vs Thiem,22.8%,31.6%,55.4%,27.3%,32.2%,47.5%,65.0%,40.8%,65.2%,47.2%,0.0%,14.0%,16.0%,46.5%,22
2022 Houston R16,L vs Brouwer,20.8%,22.9%,29.4%,24.6%,31.0%,31.0%,35.0%,37.2%,43.8%,38.5%,33.3%,6.7%,13.3%,21.4%,-60
2022 Miami R128,W vs Altmaier,19.3%,45.6%,68.2%,31.1%,28.1%,62.5%,73.9%,49.1%,53.3%,41.2%,50.0%,8.7%,26.1%,61.9%,-30
2022 Australian Open Q1,L vs Stakhovsky,36.8%,50.9%,52.8%,43.5%,47.2%,58.3%,52.6%,57.8%,47.1%,42.1%,100.0%,19.0%,38.1%,52.9%,-79
2020 US Open R32,L vs Medvedev,18.0%,33.7%,41.5%,25.5%,31.1%,55.6%,45.2%,46.0%,52.4%,29.2%,25.0%,5.6%,13.9%,38.2%,-68
2019 Champaign CH F,W vs Korda,36.0%,46.5%,47.1%,41.0%,48.5%,61.8%,62.9%,56.9%,50.0%,44.7%,33.3%,19.5%,26.8%,30.3%,73
Career (13 matches),,26.1%,37.9%,48.9%,32.5%,34.5%,50.2%,56.3%,45.3%,52.8%,42.5%,41.2%,15.0%,22.0%,39.4%,31
