Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2024 Roland Garros R128,L vs Alcaraz,12,32,0.4,9.4%,25.2%,12,31,0.4,10.0%,25.8%,5.8%,1.7%,1.4,21.3%,15.7%
2023 Shanghai Masters R16,L vs Humbert,12,19,0.6,15.8%,25.0%,12,14,0.9,18.5%,21.5%,6.2%,0.0%,5.0,32.9%,6.6%
2023 US Open R128,L vs Zhang,72,57,1.3,19.9%,15.7%,56,50,1.1,17.7%,15.8%,13.2%,4.1%,1.0,14.4%,14.6%
2023 Wimbledon R64,L vs Bublik,24,28,0.9,14.6%,17.1%,20,23,0.9,14.5%,16.7%,8.7%,5.8%,1.6,22.0%,13.4%
2023 Wimbledon R128,W vs Couacaud,36,26,1.4,17.4%,12.6%,25,22,1.1,14.5%,12.7%,10.4%,3.5%,1.3,18.4%,14.5%
2023 Rome Masters R64,W vs Hurkacz,15,15,1.0,13.8%,13.8%,13,12,1.1,13.8%,12.8%,12.8%,1.1%,0.7,17.4%,25.7%
2023 Australian Open R16,L vs Shelton,57,47,1.2,17.8%,14.7%,38,45,0.8,13.8%,16.4%,12.4%,1.5%,1.7,18.8%,11.3%
2022 Florence F,L vs Auger Aliassime,15,19,0.8,12.2%,15.4%,12,17,0.7,11.2%,15.9%,6.5%,4.7%,1.6,22.8%,14.6%
2022 Florence SF,W vs Ymer,31,25,1.2,24.8%,20.0%,22,24,0.9,19.6%,21.4%,15.2%,4.5%,0.9,12.8%,14.4%
2022 US Open R32,L vs Kyrgios,20,26,0.8,12.0%,15.7%,14,25,0.6,10.5%,18.8%,10.5%,0.0%,1.1,21.7%,19.3%
2022 US Open R64,W vs Tabilo,49,43,1.1,18.4%,16.2%,29,29,1.0,13.7%,13.7%,9.0%,3.8%,1.1,16.2%,15.0%
2022 US Open R128,W vs Bautista Agut,46,34,1.4,25.6%,18.9%,32,31,1.0,21.2%,20.5%,13.2%,5.3%,0.7,12.2%,17.8%
2022 Winston-Salem R64,L vs Thiem,32,50,0.6,13.9%,21.7%,27,45,0.6,13.2%,22.0%,11.2%,2.0%,0.6,16.1%,26.1%
2022 Houston R16,L vs Brouwer,13,36,0.4,12.5%,34.6%,8,32,0.3,8.5%,34.0%,6.4%,2.1%,0.9,13.5%,14.4%
2022 Miami Masters R128,W vs Altmaier,22,16,1.4,19.8%,14.4%,18,14,1.3,18.8%,14.6%,12.5%,6.3%,1.2,15.3%,12.6%
2020 US Open R32,L vs Medvedev,29,41,0.7,17.5%,24.7%,26,33,0.8,18.4%,23.4%,12.8%,4.3%,3.3,19.9%,6.0%
2020 US Open R64,W vs Carballes Baena,50,32,1.6,29.9%,19.2%,37,28,1.3,26.6%,20.1%,20.1%,2.9%,0.7,8.4%,12.6%
2020 US Open R128,W vs Pella,46,38,1.2,23.6%,19.5%,33,30,1.1,19.6%,17.9%,14.3%,1.8%,0.9,9.7%,10.8%
2019 Champaign-Urbana CH F,W vs Korda,36,43,0.8,15.2%,18.1%,30,38,0.8,13.8%,17.4%,8.7%,3.7%,1.1,13.1%,11.4%
Career (19 matches),,617,627,1.0,18.0%,18.3%,464,543,0.9,15.7%,18.4%,11.4%,3.1%,1.1,16.5%,14.6%
