Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,5,1,4,20.0%,3-8,27.3%,43-57,43.0%,0-0,-,4,59.0%,29.3%,5.2%,3.5%,62.9%,62.5%,41.2%,54.6%,38.2%,46.1%,0.84,R16 (W35 Monastir)
2025,6,1,5,16.7%,1-10,9.1%,38-65,36.9%,0-1,0.0%,6,58.2%,18.2%,4.9%,4.6%,56.9%,65.5%,37.6%,53.5%,34.8%,44.1%,0.75,R16 (W50 Baza)
2023,40,22,18,55.0%,48-41,53.9%,443-432,50.6%,6-6,50.0%,0,,,,,,,,,,,,F (W25+H Tossa de Mar)
2022,8,2,6,25.0%,6-12,33.3%,76-101,42.9%,2-3,40.0%,1,42.9%,0.0%,12.2%,9.8%,39.0%,62.5%,40.0%,48.8%,25.5%,36.4%,0.50,R16 (2x)
2021,4,3,1,75.0%,7-3,70.0%,49-43,53.3%,1-0,100.0%,0,,,,,,,,,,,,SF (W60 Oeiras)
2020,24,19,5,79.2%,40-17,70.2%,319-232,57.9%,3-7,30.0%,4,73.8%,34.9%,9.6%,3.4%,60.9%,68.6%,51.0%,61.7%,42.7%,51.6%,1.11,W (2x)
2019,39,21,18,53.8%,46-42,52.3%,427-406,51.3%,2-9,18.2%,0,,,,,,,,,,,,SF (W25 RibaRoja de Turia)
2018,18,12,6,66.7%,25-16,61.0%,208-185,52.9%,3-1,75.0%,1,66.7%,10.0%,8.8%,8.8%,54.4%,62.2%,41.9%,52.9%,29.8%,42.4%,0.63,W (Andrezieux Boutheon $60K)
2017,62,44,18,71.0%,97-45,68.3%,761-580,56.7%,4-10,28.6%,0,,,,,,,,,,,,W (4x)
2016,39,27,12,69.2%,59-33,64.1%,463-363,56.1%,3-1,75.0%,0,,,,,,,,,,,,W (3x)
2015,40,27,13,67.5%,60-34,63.8%,479-395,54.8%,6-5,54.5%,0,,,,,,,,,,,,W (2x)
2014,20,12,8,60.0%,26-18,59.1%,224-175,56.1%,0-3,0.0%,0,,,,,,,,,,,,F (Melilla 10K)
2012,1,0,1,0.0%,1-2,33.3%,14-15,48.3%,0-1,0.0%,0,,,,,,,,,,,,R32 (Vic 10K)
2011,17,6,11,35.3%,14-24,36.8%,159-187,46.0%,1-2,33.3%,0,,,,,,,,,,,,SF (Madrid 10K)
2010,23,9,14,39.1%,23-29,44.2%,233-261,47.2%,3-4,42.9%,0,,,,,,,,,,,,SF (Amarante 10K)
2009,24,10,14,41.7%,26-28,48.1%,248-262,48.6%,4-2,66.7%,0,,,,,,,,,,,,F (Fuerteventura 10K)
2008,4,1,3,25.0%,2-7,22.2%,28-48,36.8%,0-0,-,0,,,,,,,,,,,,R16 (Lleida 10K)
2007,1,0,1,0.0%,0-2,0.0%,3-12,20.0%,0-0,-,0,,,,,,,,,,,,R32 (Barcelona 10K)
Career,375,217,158,57.9%,484-371,56.6%,4215-3819,52.5%,38-55,40.9%,16,62.5%,24.2%,6.9%,4.6%,58.5%,65.3%,42.3%,55.8%,37.2%,46.3%,0.84,
