Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
5,Daria Snigur [UKR],3,2,60.0%,3,2,1,66.7%,2020,2023,2,0.88,11.3%,4.5%,48.1%,67.2%,52.2%,59.4%,35.7%,20.0%,40.0%
5,Estrella Cabeza Candela [ESP],2,3,40.0%,3,0,3,0.0%,2010,2019,0,,,,,,,,,,
4,Martina Trevisan [ITA],2,2,50.0%,2,1,1,50.0%,2017,2019,1,0.31,0.0%,7.9%,42.1%,43.8%,31.8%,36.8%,19.4%,37.5%,0
4,Maria Teresa Torro Flor [ESP],3,1,75.0%,1,1,0,100.0%,2009,2017,0,,,,,,,,,,
3,Tereza Martincova [CZE],0,3,0.0%,1,1,0,100.0%,2016,2021,3,0.69,9.8%,3.0%,52.8%,73.4%,43.2%,59.1%,28.2%,61.3%,30.8%
3,Rebecca Sramkova [SVK],3,0,100.0%,3,3,0,100.0%,2015,2021,0,,,,,,,,,,
3,Beatriz Haddad Maia [BRA],3,0,100.0%,1,0,1,0.0%,2019,2020,0,,,,,,,,,,
3,Nicoleta Catalina Dascalu [ROU],2,1,66.7%,2,0,2,0.0%,2018,2020,1,1.13,9.2%,1.1%,59.8%,73.1%,54.3%,65.5%,39.1%,71.4%,33.3%
3,Pemra Ozgen [TUR],2,1,66.7%,0,0,0,-,2017,2020,1,1.58,9.1%,3.6%,49.1%,81.5%,50.0%,65.5%,54.4%,66.7%,50.0%
3,Daniela Seguel [CHI],1,2,33.3%,0,0,0,-,2016,2019,1,1.03,9.9%,0.0%,53.1%,67.4%,39.5%,54.3%,47.1%,66.7%,54.5%
3,Melanie Stokke [NOR],2,1,66.7%,1,0,1,0.0%,2014,2019,0,,,,,,,,,,
3,Gabriela Pantuckova [CZE],2,1,66.7%,0,0,0,-,2015,2019,0,,,,,,,,,,
3,Myrtille Georges [FRA],0,3,0.0%,1,0,1,0.0%,2015,2019,0,,,,,,,,,,
3,Anne Schaefer [GER],3,0,100.0%,0,0,0,-,2011,2018,1,2.04,17.4%,2.2%,50.0%,87.0%,69.6%,78.3%,44.4%,0,25.0%
3,Irina Bara [ROU],1,2,33.3%,0,0,0,-,2016,2017,0,,,,,,,,,,
