Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,1,Hard,1,0,1,0.0%,0,0,0,-,2019,2019,Q1,1,0.57,7.5%,15.0%,50.0%,65.0%,15.0%,40.0%,34.1%,33.3%,50.0%
Roland Garros,4,Clay,10,6,4,60.0%,2,1,1,50.0%,2018,2022,R64,7,0.93,5.5%,3.0%,62.3%,63.9%,44.0%,56.4%,40.8%,63.1%,40.0%
Wimbledon,3,Grass,3,0,3,0.0%,0,0,0,-,2017,2021,Q1,2,0.65,12.8%,7.2%,65.6%,65.9%,30.2%,53.6%,30.1%,61.9%,25.0%
US Open,3,Hard,8,5,3,62.5%,4,3,1,75.0%,2018,2022,Q3,8,0.99,10.9%,4.1%,57.7%,70.3%,51.7%,62.4%,37.1%,56.9%,36.2%
Fed Cup,1,,2,2,0,100.0%,1,1,0,100.0%,2019,2019,,2,1.13,11.2%,4.5%,57.9%,74.8%,45.3%,62.4%,42.5%,64.7%,61.5%
Linz,2,Hard,2,0,2,0.0%,3,1,2,33.3%,2018,2023,Q1,2,0.83,11.4%,4.1%,51.3%,65.7%,41.5%,53.9%,38.4%,58.3%,50.0%
Rabat,3,Clay,5,2,3,40.0%,1,0,1,0.0%,2016,2019,Q3,5,0.90,5.8%,4.9%,51.4%,62.4%,45.8%,54.3%,41.1%,43.6%,48.7%
Budapest,2,Hard,6,4,2,66.7%,1,0,1,0.0%,2018,2019,R32,6,1.01,9.9%,4.1%,54.7%,73.2%,44.8%,60.3%,40.2%,67.2%,41.1%
Limoges,2,Hard,2,0,2,0.0%,0,0,0,-,2015,2018,R32,1,0.63,8.8%,8.8%,54.4%,62.2%,41.9%,52.9%,29.8%,70.0%,100.0%
Bucharest,2,Clay,5,3,2,60.0%,2,0,2,0.0%,2016,2018,Q3,5,1.01,9.6%,3.7%,52.9%,69.0%,43.2%,56.9%,43.6%,59.6%,38.9%
Madrid,2,Clay,2,0,2,0.0%,0,0,0,-,2010,2018,R64,2,0.90,10.6%,1.4%,51.1%,68.1%,44.9%,56.7%,39.0%,47.1%,55.6%
