Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,15,Hard,24,9,15,37.5%,3,1,2,33.3%,2007,2022,R16,22,0.93,4.3%,2.9%,59.3%,62.5%,44.3%,55.1%,41.9%,56.4%,46.4%
Roland Garros,14,Clay,25,10,15,40.0%,3,2,1,66.7%,2005,2020,R64,19,0.90,3.1%,3.7%,58.7%,58.5%,42.2%,51.8%,43.3%,53.2%,39.2%
Wimbledon,15,Grass,38,23,15,60.5%,5,2,3,40.0%,2004,2022,SF,27,1.00,5.4%,2.8%,63.8%,65.0%,46.5%,58.3%,41.7%,49.7%,42.4%
US Open,15,Hard,33,17,16,51.5%,10,7,3,70.0%,2005,2020,R32,25,0.94,3.0%,3.6%,57.1%,64.6%,44.2%,55.9%,41.6%,53.6%,36.3%
Olympics,1,,3,2,1,66.7%,1,1,0,100.0%,2016,2016,R16,3,0.92,3.6%,3.1%,60.7%,62.5%,45.5%,55.8%,40.7%,65.5%,47.4%
Fed Cup,17,,32,13,19,40.6%,11,5,6,45.5%,2003,2020,,7,0.97,2.9%,3.3%,65.1%,59.1%,49.1%,55.6%,42.9%,43.5%,58.5%
Eastbourne,4,Grass,8,4,4,50.0%,2,1,1,50.0%,2015,2022,R16,7,1.04,1.3%,2.9%,70.4%,61.5%,49.4%,57.9%,43.9%,54.1%,50.0%
s Hertogenbosch,2,Grass,5,3,2,60.0%,1,0,1,0.0%,2014,2022,QF,5,1.22,2.8%,1.2%,62.4%,65.7%,59.5%,63.4%,44.7%,58.1%,61.1%
Miami,11,Hard,26,14,12,53.8%,4,2,2,50.0%,2010,2022,QF,25,0.99,4.0%,4.4%,59.4%,64.5%,45.7%,56.9%,42.5%,55.1%,49.5%
Indian Wells,12,Hard,23,11,12,47.8%,4,2,2,50.0%,2007,2022,R32,22,0.99,2.9%,2.8%,57.1%,63.9%,44.0%,55.4%,44.2%,51.7%,49.5%
Doha,6,Hard,15,9,6,60.0%,7,5,2,71.4%,2011,2022,R32,12,0.95,4.3%,3.5%,60.3%,61.5%,47.3%,55.8%,41.9%,55.7%,48.4%
Dubai,6,Hard,12,6,6,50.0%,2,1,1,50.0%,2010,2022,R16,12,0.94,2.7%,3.4%,58.3%,58.4%,41.5%,51.3%,45.8%,51.4%,44.6%
