Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2022,10,5,5,50.0%,13-12,52.0%,120-106,53.1%,0-0,-,10,64.3%,41.2%,1.2%,2.3%,67.5%,59.3%,50.8%,56.6%,45.9%,51.3%,1.06,QF (s Hertogenbosch)
2021,7,1,6,14.3%,5-11,31.3%,64-92,41.0%,0-0,-,7,58.3%,23.2%,2.7%,4.7%,61.8%,58.4%,40.8%,51.6%,38.6%,45.3%,0.80,R32 (2x)
2020,11,3,8,27.3%,9-16,36.0%,106-135,44.0%,2-2,50.0%,11,66.1%,21.3%,1.8%,2.3%,64.3%,60.0%,49.7%,56.3%,38.7%,47.8%,0.89,
2019,38,16,22,42.1%,36-49,42.4%,381-415,47.9%,2-4,33.3%,38,65.9%,29.3%,3.4%,2.8%,63.8%,62.3%,47.0%,56.7%,41.0%,48.9%,0.95,QF (5x)
2018,42,21,21,50.0%,46-51,47.4%,455-486,48.4%,9-5,64.3%,41,64.4%,31.6%,4.0%,3.2%,61.7%,62.2%,46.2%,56.1%,42.1%,49.2%,0.96,F (s-Hertogenbosch)
2017,37,17,20,45.9%,38-46,45.2%,385-399,49.1%,3-4,42.9%,37,64.2%,32.6%,3.5%,3.3%,59.0%,63.3%,45.7%,56.1%,43.0%,49.7%,0.98,QF (2x)
2016,48,25,23,52.1%,54-55,49.5%,527-540,49.4%,12-3,80.0%,48,65.9%,31.5%,3.0%,2.8%,61.2%,62.5%,47.2%,56.5%,42.1%,49.4%,0.97,F (Monterrey)
2015,32,14,18,43.8%,37-40,48.1%,342-371,48.0%,7-5,58.3%,25,62.0%,32.9%,3.6%,3.2%,61.3%,62.3%,45.4%,55.8%,40.6%,48.3%,0.92,SF (2x)
2014,49,23,26,46.9%,54-62,46.6%,526-557,48.6%,8-6,57.1%,47,-,-,4.8%,4.1%,57.5%,64.9%,47.0%,57.3%,40.5%,48.9%,0.95,SF (Auckland)
2013,58,33,25,56.9%,75-65,53.6%,640-631,50.4%,6-4,60.0%,53,-,-,5.3%,4.7%,55.0%,67.1%,46.1%,57.6%,42.8%,50.2%,1.01,F ('s Hertogenbosch)
2012,19,13,6,68.4%,27-17,61.4%,226-201,52.9%,5-1,83.3%,16,-,-,5.1%,5.5%,57.3%,70.0%,47.7%,60.5%,42.6%,51.5%,1.08,W (Quebec City)
2011,16,6,10,37.5%,14-20,41.2%,155-162,48.9%,0-4,0.0%,13,-,-,4.0%,5.3%,57.5%,63.3%,42.9%,54.6%,42.5%,48.8%,0.94,SF (Fes)
2010,32,16,16,50.0%,32-34,48.5%,297-300,49.7%,3-6,33.3%,30,-,-,5.0%,3.7%,58.5%,65.3%,46.4%,57.5%,41.0%,49.6%,0.97,SF ('s Hertogenbosch)
2009,20,9,11,45.0%,21-24,46.7%,191-211,47.5%,0-2,0.0%,19,-,-,4.2%,4.3%,59.8%,63.2%,39.4%,53.6%,42.8%,48.1%,0.92,QF (Luxembourg)
2008,6,3,3,50.0%,7-6,53.8%,58-60,49.2%,1-0,100.0%,2,-,-,0.8%,3.3%,57.7%,59.2%,28.8%,46.3%,47.7%,47.0%,0.89,R16 (Estoril)
2007,4,0,4,0.0%,1-8,11.1%,31-54,36.5%,0-0,-,0,,,,,,,,,,,,
2006,12,5,7,41.7%,8-16,33.3%,88-125,41.3%,1-1,50.0%,3,-,-,4.5%,2.2%,65.7%,55.6%,37.7%,49.4%,45.0%,47.1%,0.89,R16 (Hasselt)
2005,4,1,3,25.0%,3-6,33.3%,34-44,43.6%,0-1,0.0%,0,,,,,,,,,,,,R16 (Hasselt)
2004,7,3,4,42.9%,7-10,41.2%,71-83,46.1%,1-0,100.0%,0,,,,,,,,,,,,SF (Forest Hills)
2003,3,0,3,0.0%,1-6,14.3%,36-48,42.9%,1-2,33.3%,0,,,,,,,,,,,,
Career,455,214,241,47.0%,488-554,46.8%,4733-5020,48.5%,61-50,55.0%,400,64.6%,31.0%,4.0%,3.6%,59.8%,63.5%,46.0%,56.5%,41.9%,49.3%,0.96,
