Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2022 Wimbledon R64,L vs Halep,70.8%,50.0%,16.9%,4/7,2.28,1.9%,70.0%,46.4%,22.5%,2.44,2.6%,85.7%,55.6%,9.5%,1.92,0.0%
2022 Wimbledon R128,W vs Fourlis,86.7%,61.5%,10.7%,3/5,2.37,16.3%,85.5%,61.7%,10.9%,2.26,28.6%,94.7%,61.1%,10.5%,2.50,0.0%
2022 Australian Open R128,L vs Sorribes Tormo,82.1%,43.5%,5.4%,2/1,1.78,9.2%,85.7%,42.9%,4.1%,1.67,10.4%,80.0%,50.0%,20.0%,2.09,5.9%
2020 Australian Open R128,L vs Muchova,81.3%,48.3%,10.3%,3/8,2.27,18.8%,82.3%,41.2%,6.5%,2.36,26.5%,90.0%,58.3%,17.5%,2.15,6.5%
2019 Moscow QF,L vs Bencic,68.2%,42.2%,13.6%,2/7,2.73,10.9%,66.7%,54.2%,11.1%,2.73,15.6%,80.8%,28.6%,19.2%,2.73,0.0%
2019 US Open R64,L vs Andreescu,62.1%,53.7%,18.2%,8/4,2.42,2.0%,61.7%,51.7%,17.0%,2.40,3.0%,66.7%,58.3%,22.2%,2.46,0.0%
2018 s Hertogenbosch F,L vs Krunic,85.7%,45.2%,4.1%,0/4,2.50,12.9%,84.1%,43.1%,5.8%,2.24,17.8%,92.9%,50.0%,0.0%,3.20,0.0%
2018 s Hertogenbosch QF,W vs Sabalenka,67.2%,62.8%,3.1%,0/2,2.42,17.9%,56.8%,56.0%,0.0%,2.13,35.0%,90.0%,72.2%,10.0%,2.74,0.0%
2017 Mallorca R16,L vs Vinci,78.9%,45.1%,14.4%,10/3,2.36,55.3%,78.8%,39.0%,15.4%,2.22,54.3%,83.3%,53.3%,13.9%,2.57,56.7%
2016 US Open R128,L vs Halep,71.4%,42.9%,8.2%,4/0,2.58,2.4%,73.5%,48.0%,2.9%,2.16,5.9%,83.3%,30.0%,25.0%,2.86,0.0%
2016 Rabat R32,L vs Parmentier,66.2%,46.7%,4.4%,2/1,2.18,6.1%,59.5%,50.0%,2.7%,2.03,9.4%,88.5%,43.5%,7.7%,2.46,0.0%
2016 Katowice R32,W vs Vekic,69.8%,48.6%,0.0%,0/0,2.47,6.7%,87.1%,40.7%,0.0%,2.32,11.8%,62.5%,70.0%,0.0%,2.63,0.0%
2015 Indian Wells R64,L vs Azarenka,69.8%,45.9%,13.2%,2/5,3.05,11.5%,71.0%,45.5%,3.2%,2.94,21.4%,88.2%,46.7%,35.3%,3.16,0.0%
2014 Cincinnati R32,L vs Halep,80.0%,45.8%,6.7%,2/2,2.05,1.6%,88.2%,40.0%,8.8%,1.92,0.0%,72.0%,55.6%,4.0%,2.16,3.0%
2014 Roland Garros R128,W vs Kovinic,71.1%,51.9%,3.9%,1/2,2.41,8.9%,62.9%,36.4%,2.9%,2.40,15.4%,82.1%,62.5%,5.1%,2.42,0.0%
2013 Wimbledon SF,L vs Bartoli,65.9%,34.5%,9.1%,0/4,2.38,3.3%,70.4%,31.6%,7.4%,2.09,6.3%,71.4%,40.0%,14.3%,2.71,0.0%
2013 s Hertogenbosch F,L vs Halep,70.9%,41.0%,5.5%,1/2,2.13,11.1%,77.1%,37.0%,8.6%,2.03,17.9%,75.0%,50.0%,0.0%,2.28,0.0%
2013 Australian Open R32,W vs Savinykh,76.6%,57.6%,6.5%,2/3,2.47,3.4%,76.1%,51.4%,2.2%,2.51,8.7%,82.8%,66.7%,13.8%,2.45,0.0%
2013 Hobart QF,W vs Niculescu,85.9%,54.8%,3.5%,1/2,2.32,26.9%,84.6%,54.5%,1.9%,2.34,41.7%,90.6%,55.2%,6.3%,2.31,9.7%
2010 Indian Wells R32,L vs Dementieva,64.4%,44.7%,6.8%,3/1,2.61,6.1%,83.3%,44.0%,6.7%,2.44,14.3%,72.2%,46.2%,11.1%,2.74,0.0%
Last 52 Weeks (2 matches),,79.3%,56.8%,13.6%,36.8%,2.32,8.7%,78.9%,56.0%,15.8%,2.37,13.6%,90.0%,58.3%,10.0%,2.24,0.0%
Career (20 matches),,74.8%,49.0%,8.3%,44.2%,2.37,13.3%,76.0%,46.2%,7.2%,2.27,18.8%,82.9%,53.8%,11.4%,2.51,5.6%
