Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2020,2,1,1,50.0%,2-2,50.0%,18-16,52.9%,0-0,-,0,,,,,,,,,,,,R16 (W100+H Dubai)
2019,11,9,2,81.8%,19-7,73.1%,146-106,57.9%,2-1,66.7%,5,74.2%,37.7%,0.8%,1.3%,65.7%,64.5%,54.0%,60.9%,46.7%,53.7%,1.19,W (Houston)
2018,4,4,0,100.0%,8-2,80.0%,56-37,60.2%,0-0,-,0,,,,,,,,,,,,W (Southsea $100K)
2015,8,5,3,62.5%,12-8,60.0%,103-91,53.1%,2-1,66.7%,0,,,,,,,,,,,,F (Vancouver BC $100K)
2012,44,34,10,77.3%,71-23,75.5%,518-340,60.4%,4-4,50.0%,0,,,,,,,,,,,,W (2x)
2011,12,6,6,50.0%,14-13,51.9%,124-127,49.4%,2-1,66.7%,0,,,,,,,,,,,,F (Monzon 50K)
2010,1,0,1,0.0%,1-2,33.3%,12-18,40.0%,1-0,100.0%,0,,,,,,,,,,,,R32 (Torhout 100K)
2009,23,14,9,60.9%,28-21,57.1%,222-191,53.8%,0-3,0.0%,0,,,,,,,,,,,,W (Zwevegem 25K)
2008,49,35,14,71.4%,71-41,63.4%,581-433,57.3%,5-6,45.5%,0,,,,,,,,,,,,W (3x)
2007,24,12,12,50.0%,26-27,49.1%,244-246,49.8%,3-0,100.0%,0,,,,,,,,,,,,F (Deauville 50K)
2006,36,24,12,66.7%,53-29,64.6%,428-349,55.1%,3-4,42.9%,0,,,,,,,,,,,,W (Las Palmas Canary Islands 25K)
2005,23,13,10,56.5%,27-24,52.9%,236-232,50.4%,3-2,60.0%,0,,,,,,,,,,,,W (Hechingen 25K)
2004,26,18,8,69.2%,35-19,64.8%,274-208,56.8%,2-0,100.0%,0,,,,,,,,,,,,W (2x)
2003,21,14,7,66.7%,30-19,61.2%,262-217,54.7%,4-3,57.1%,0,,,,,,,,,,,,F (Nottingham 25K)
2002,21,16,5,76.2%,34-14,70.8%,249-179,58.2%,1-1,50.0%,0,,,,,,,,,,,,W (2x)
2001,5,0,5,0.0%,3-9,25.0%,48-60,44.4%,0-1,0.0%,0,,,,,,,,,,,,R32 (5x)
Career,310,205,105,66.1%,434-260,62.5%,3521-2850,55.3%,32-27,54.2%,5,74.2%,37.7%,0.8%,1.3%,65.7%,64.5%,54.0%,60.9%,46.7%,53.7%,1.19,
