Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 Wimbledon R128,W vs Jakupovic,1.18,1.79,35.9,2.2,-,74.1%,-,52.0%,53.6%,57.7%
2019 Eastbourne R64,L vs Wozniacki,0.87,0.62,46.2,2.0,-,44.0%,-,43.5%,38.9%,40.6%
2019 S-Hertogenbosch R32,W vs Krunic,1.17,1.40,50.7,2.4,-,60.0%,-,77.1%,35.9%,41.2%
2019 Roland Garros R128,L vs Puig,0.83,0.65,52.4,2.0,-,35.7%,-,42.3%,48.8%,47.4%
2019 Nurnberg R32,L vs Cirstea,1.05,0.84,55.5,3.8,-,48.8%,-,46.3%,36.8%,47.1%
2019 Madrid R64,L vs Sevastova,0.82,0.83,58.0,5.0,0.0%,50.0%,0.0%,52.1%,41.5%,57.9%
2019 Rabat R32,L vs Mertens,1.03,0.50,37.1,2.4,3.6%,39.3%,3.8%,53.8%,21.7%,31.6%
2019 Fed Cup RR,W vs Muguruza,1.12,1.15,69.6,2.6,2.0%,62.7%,0.0%,59.2%,38.1%,41.7%
2019 Monterrey QF,L vs Kerber,0.96,0.42,42.9,2.2,3.2%,64.5%,3.3%,53.3%,25.0%,10.0%
2019 Monterrey R16,W vs Jakupovic,1.21,1.58,41.7,2.3,0.0%,51.6%,3.4%,79.3%,41.9%,50.0%
2019 Monterrey R32,W vs Danilovic,1.03,1.99,42.3,2.0,12.0%,80.0%,13.6%,63.6%,57.7%,47.6%
2019 Miami R128,L vs Putintseva,0.96,0.89,82.4,8.8,0.0%,42.6%,1.9%,63.5%,41.9%,44.8%
2019 Indian Wells R64,L vs Collins,0.92,0.71,53.9,3.2,2.8%,66.7%,5.9%,35.3%,37.9%,37.0%
2019 Indian Wells R128,W vs Bouchard,1.11,1.15,78.3,2.8,2.0%,64.7%,0.0%,56.5%,41.7%,39.7%
2019 St. Petersburg R32,L vs Van Uytvanck,0.92,0.66,45.3,2.0,3.2%,45.2%,0.0%,48.3%,29.6%,47.8%
2019 Australian Open R128,L vs Sasnovich,0.89,0.49,35.4,2.1,0.0%,22.7%,0.0%,60.0%,28.0%,37.5%
2019 Hobart QF,L vs Kenin,0.90,0.74,61.7,2.4,4.9%,48.8%,5.3%,68.4%,35.1%,33.3%
2019 Hobart R16,W vs Kuzmova,0.96,1.17,65.7,11.3,6.3%,56.3%,9.1%,61.4%,42.6%,58.8%
2019 Hobart R32,W vs Jakupovic,1.09,1.28,60.6,2.8,2.8%,63.9%,3.0%,51.5%,42.1%,56.8%
2019 Auckland R16,L vs Sorribes Tormo,0.87,0.81,62.7,2.2,2.4%,58.5%,0.0%,51.4%,32.5%,51.4%
2019 (21 matches),,1.01,0.97,56.7,2.6,3.2%,55.6%,3.0%,56.3%,39.8%,45.1%
2018 (50 matches),,1.03,0.99,58.4,2.9,4.3%,56.8%,3.3%,54.7%,42.7%,42.3%
2017 (47 matches),,1.00,1.01,60.4,2.7,3.9%,58.2%,2.5%,54.5%,43.4%,45.3%
2016 (54 matches),,1.04,1.01,59.4,2.8,3.4%,56.0%,2.6%,56.8%,41.8%,43.1%
2015 (27 matches),,1.02,1.04,59.4,2.8,4.8%,60.3%,2.2%,54.0%,45.3%,41.8%
Career (312 matches),,1.02,1.02,58.4,2.8,4.4%,58.0%,3.1%,55.9%,42.5%,43.2%
