Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2019 Wimbledon R64,L vs Hsieh,19,17,1.1,15.2%,13.6%,18,16,1.1,14.9%,13.2%,9.1%,5.0%,1.2,19.2%,16.0%
2019 Wimbledon R128,W vs Jakupovic,17,16,1.1,16.0%,15.1%,16,16,1.0,15.4%,15.4%,11.5%,2.9%,0.5,14.2%,27.4%
2018 US Open R64,L vs Krunic,13,30,0.4,14.8%,34.1%,11,29,0.4,13.4%,35.4%,11.0%,2.4%,1.1,12.5%,11.4%
2018 US Open R128,W vs Vandeweghe,13,19,0.7,8.8%,12.9%,12,15,0.8,9.7%,12.1%,8.1%,1.6%,0.5,12.9%,23.8%
2018 Wimbledon R64,L vs Ostapenko,7,6,1.2,7.1%,6.1%,6,4,1.5,6.7%,4.4%,4.4%,2.2%,1.4,19.4%,14.3%
2018 Wimbledon R128,W vs Watson,29,10,2.9,18.4%,6.3%,24,7,3.4,16.6%,4.8%,10.3%,6.2%,1.8,14.6%,8.2%
2017 US Open R64,L vs Vesnina,18,26,0.7,12.0%,17.3%,16,21,0.8,11.7%,15.3%,6.6%,2.2%,0.5,11.3%,23.3%
2017 Wimbledon R64,L vs Kerber,37,31,1.2,23.1%,19.4%,36,29,1.2,23.4%,18.8%,15.6%,7.8%,1.1,12.5%,11.9%
2017 Wimbledon R128,W vs Doi,26,17,1.5,21.8%,14.3%,24,16,1.5,21.1%,14.0%,16.7%,3.5%,0.6,13.4%,21.0%
2017 Roland Garros R64,L vs Stosur,19,20,1.0,13.3%,14.0%,18,18,1.0,13.0%,13.0%,8.7%,4.3%,2.1,23.1%,11.2%
2017 Roland Garros R128,W vs Minella,35,22,1.6,23.8%,15.0%,28,21,1.3,20.4%,15.3%,15.3%,5.1%,0.8,12.2%,16.3%
2017 Australian Open R128,L vs Konta,16,17,0.9,12.6%,13.4%,14,15,0.9,11.6%,12.4%,8.3%,3.3%,1.0,18.1%,17.3%
2016 US Open R128,L vs Halep,11,17,0.6,11.6%,17.9%,10,17,0.6,11.2%,19.1%,5.6%,5.6%,1.5,23.2%,15.8%
2016 Wimbledon R64,L vs Keys,22,8,2.8,11.8%,4.3%,22,7,3.1,12.5%,4.0%,9.1%,3.4%,1.7,25.7%,15.0%
2016 Wimbledon R128,W vs Gibbs,21,14,1.5,21.9%,14.6%,19,13,1.5,21.1%,14.4%,14.4%,5.6%,0.2,4.2%,17.7%
2016 Roland Garros R128,L vs Cornet,8,9,0.9,10.1%,11.4%,8,8,1.0,10.8%,10.8%,6.8%,4.1%,2.1,31.6%,15.2%
2016 Australian Open R64,L vs Muguruza,6,21,0.3,5.2%,18.3%,5,20,0.3,4.5%,18.2%,3.6%,0.9%,0.8,20.0%,25.2%
2016 Australian Open R128,W vs Lucic,23,23,1.0,11.0%,11.0%,22,20,1.1,11.6%,10.6%,7.9%,3.2%,0.6,18.1%,30.5%
2015 US Open R128,L vs Lepchenko,11,30,0.4,9.2%,25.0%,10,27,0.4,8.9%,24.1%,4.5%,3.6%,0.9,15.0%,17.5%
2015 Wimbledon R64,L vs Azarenka,14,11,1.3,13.0%,10.2%,13,8,1.6,13.8%,8.5%,12.8%,1.1%,1.6,19.4%,12.0%
Career (43 matches),,897,884,1.0,15.7%,15.5%,781,786,1.0,14.8%,14.9%,7.7%,2.4%,0.9,15.8%,17.2%
