Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2018,4,1,3,25.0%,2-6,25.0%,28-46,37.8%,1-0,100.0%,4,47.2%,27.0%,1.5%,4.2%,60.9%,55.3%,40.2%,49.4%,41.2%,45.4%,0.81,R32 (Guangzhou)
2017,4,1,3,25.0%,3-6,33.3%,30-40,42.9%,0-0,-,4,51.4%,32.4%,1.4%,3.2%,72.6%,54.7%,40.8%,50.9%,43.4%,47.5%,0.88,R16 (Shenzhen)
2016,24,13,11,54.2%,29-24,54.7%,253-246,50.7%,5-2,71.4%,24,65.6%,35.5%,2.0%,4.1%,63.0%,64.7%,42.6%,56.6%,44.1%,50.3%,1.02,F (Nanchang)
2015,1,0,1,0.0%,0-2,0.0%,8-12,40.0%,0-0,-,1,50.0%,30.0%,1.6%,1.6%,61.3%,55.3%,33.3%,46.8%,39.7%,43.2%,0.75,R128 (US Open)
2014,28,13,15,46.4%,31-32,49.2%,285-294,49.2%,4-2,66.7%,25,-,-,0.9%,3.1%,64.6%,58.6%,47.9%,54.8%,43.4%,49.1%,0.96,SF (2x)
2013,19,8,11,42.1%,20-28,41.7%,206-244,45.8%,3-3,50.0%,18,-,-,0.7%,2.8%,69.8%,56.4%,46.4%,53.4%,41.4%,47.5%,0.89,F (Guangzhou)
2012,34,15,19,44.1%,36-39,48.0%,357-361,49.7%,5-3,62.5%,33,-,-,1.0%,2.5%,64.8%,61.9%,46.5%,56.5%,44.1%,50.1%,1.01,SF (Washington)
2011,27,13,14,48.1%,31-33,48.4%,279-290,49.0%,4-4,50.0%,24,-,-,0.9%,5.0%,65.6%,58.9%,42.6%,53.3%,45.7%,49.5%,0.98,QF (Seoul)
2010,31,14,17,45.2%,37-38,49.3%,337-350,49.1%,1-4,20.0%,29,-,-,0.9%,3.8%,65.4%,61.7%,43.2%,55.3%,44.4%,49.8%,0.99,SF (Strasbourg)
2009,23,11,12,47.8%,22-27,44.9%,218-240,47.6%,2-2,50.0%,20,-,-,1.1%,2.6%,62.8%,58.4%,46.5%,54.0%,43.2%,48.7%,0.94,QF (Monterrey)
2008,28,7,21,25.0%,22-46,32.4%,284-352,44.7%,1-5,16.7%,25,-,-,1.9%,2.2%,66.1%,61.1%,43.7%,55.2%,40.6%,48.1%,0.91,QF (Cincinnati)
2007,38,16,22,42.1%,36-48,42.9%,365-424,46.3%,7-4,63.6%,21,-,-,1.7%,3.8%,63.9%,61.2%,45.7%,55.6%,39.1%,47.3%,0.88,QF (2x)
2006,30,16,14,53.3%,34-29,54.0%,286-271,51.3%,2-1,66.7%,9,-,-,1.8%,2.0%,71.5%,59.6%,43.0%,54.8%,44.1%,49.9%,0.98,W (Bangkok)
2005,2,1,1,50.0%,2-3,40.0%,17-22,43.6%,0-0,-,1,-,-,5.0%,1.7%,63.3%,52.6%,36.4%,46.7%,33.3%,40.2%,0.63,R64 (US Open)
Career,293,129,164,44.0%,305-361,45.8%,2953-3192,48.1%,35-30,53.8%,238,61.6%,34.1%,1.3%,3.3%,65.3%,60.2%,44.7%,54.8%,43.0%,48.9%,0.95,
