Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2018 US Open R64,L vs Peterson,18,35,0.5,15.1%,29.4%,18,33,0.5,16.8%,30.8%,13.1%,3.7%,0.7,13.4%,18.5%
2017 Australian Open R128,L vs Vikhlyantseva,8,21,0.4,7.0%,18.4%,7,19,0.4,6.7%,18.1%,5.7%,1.0%,0.9,21.9%,24.6%
2016 US Open R64,L vs Williams,4,11,0.4,3.5%,9.6%,3,6,0.5,3.2%,6.5%,2.2%,1.1%,1.4,33.3%,24.6%
2016 Australian Open R64,L vs Strycova,16,32,0.5,11.0%,21.9%,15,26,0.6,11.3%,19.5%,6.0%,5.3%,0.8,15.8%,19.2%
2015 US Open R128,L vs Vinci,14,37,0.4,11.2%,29.6%,13,36,0.4,11.1%,30.8%,7.7%,3.4%,0.8,16.8%,21.6%
2014 US Open R64,L vs Williams,5,16,0.3,5.7%,18.2%,5,13,0.4,6.6%,17.1%,3.9%,2.6%,1.7,28.4%,17.0%
2014 US Open R128,W vs Schiavone,18,21,0.9,11.4%,13.3%,18,19,0.9,12.5%,13.2%,7.6%,4.9%,0.9,19.6%,22.2%
2014 Wimbledon R128,L vs Meusburger,25,26,1.0,19.2%,20.0%,25,24,1.0,20.2%,19.4%,12.9%,6.5%,1.8,20.8%,11.5%
2014 Roland Garros R128,L vs Townsend,12,16,0.8,7.6%,10.1%,12,15,0.8,8.2%,10.3%,6.2%,2.1%,1.2,32.9%,27.2%
2014 Australian Open R128,L vs Suarez Navarro,12,28,0.4,11.7%,27.2%,11,26,0.4,11.1%,26.3%,,,0.9,16.5%,18.4%
2013 Roland Garros R64,L vs Stephens,7,11,0.6,7.5%,11.8%,7,11,0.6,7.6%,12.0%,,,1.7,31.2%,18.3%
2013 Australian Open R128,L vs Kirilenko,14,25,0.6,13.6%,24.3%,13,23,0.6,13.4%,23.7%,,,1.1,22.3%,20.4%
2012 US Open R128,L vs Shvedova,13,21,0.6,11.1%,17.9%,12,19,0.6,11.5%,18.3%,,,1.2,17.9%,15.4%
2012 Roland Garros R64,L vs Cibulkova,4,12,0.3,4.8%,14.5%,4,11,0.4,5.1%,13.9%,,,2.0,33.7%,16.9%
2012 Australian Open R32,L vs Ivanovic,14,26,0.5,11.8%,21.8%,14,25,0.6,12.5%,22.3%,,,0.8,18.5%,24.4%
2012 Australian Open R64,W vs Pavlyuchenkova,16,24,0.7,8.0%,12.0%,16,21,0.8,8.7%,11.4%,,,0.8,23.5%,30.5%
2011 US Open R32,L vs Wozniacki,24,39,0.6,19.2%,31.2%,24,38,0.6,19.8%,31.4%,14.0%,5.8%,0.8,11.2%,13.6%
2011 US Open R64,W vs Gajdosova,9,13,0.7,8.3%,11.9%,6,9,0.7,6.6%,9.9%,4.4%,1.1%,0.5,19.3%,41.3%
2011 Roland Garros R32,L vs Kvitova,8,16,0.5,6.3%,12.7%,8,13,0.6,6.7%,10.8%,5.0%,1.7%,1.0,23.8%,23.8%
2011 Roland Garros R64,W vs Baltacha,36,21,1.7,21.4%,12.5%,36,18,2.0,22.2%,11.1%,12.3%,9.9%,1.1,17.3%,15.5%
Career (22 matches),,318,495,0.6,11.4%,17.8%,304,442,0.7,11.8%,17.2%,5.6%,2.8%,1.0,21.2%,21.5%
