Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,208,97,111,46.6%,228-244,48.3%,2121-2219,48.9%,20-21,48.8%,162,62.2%,32.5%,1.3%,3.4%,64.7%,60.6%,44.6%,54.9%,43.5%,49.2%,0.97
Clay,64,26,38,40.6%,61-87,41.2%,655-723,47.5%,10-7,58.8%,57,59.4%,40.6%,1.1%,3.0%,65.7%,59.5%,45.0%,54.5%,43.0%,48.8%,0.95
Grass,21,6,15,28.6%,16-30,34.8%,177-250,41.5%,5-2,71.4%,19,-,-,1.6%,2.5%,69.9%,59.2%,44.9%,54.9%,38.5%,46.7%,0.85
Grand Slams,62,22,40,35.5%,50-89,36.0%,565-714,44.2%,5-9,35.7%,55,62.8%,24.5%,1.0%,3.2%,65.9%,57.9%,41.9%,52.4%,41.6%,47.2%,0.87
Premiers,67,28,39,41.8%,66-88,42.9%,674-756,47.1%,8-5,61.5%,62,54.2%,35.5%,1.2%,3.0%,64.6%,59.3%,46.5%,54.8%,42.7%,48.8%,0.94
Internationals,138,71,67,51.4%,165-150,52.4%,1474-1426,50.8%,17-15,53.1%,103,64.9%,39.4%,1.6%,3.5%,65.2%,62.5%,45.0%,56.4%,43.9%,50.1%,1.01
Finals,3,1,2,33.3%,3-5,37.5%,33-40,45.2%,0-1,0.0%,2,58.3%,38.5%,4.1%,5.7%,59.8%,67.1%,36.7%,54.9%,41.1%,46.7%,0.91
Semi-finals,9,3,6,33.3%,9-9,50.0%,89-85,51.1%,1-1,50.0%,6,52.2%,54.2%,0.8%,4.2%,64.0%,57.5%,46.4%,53.5%,44.6%,49.0%,0.96
Quarter-finals,17,9,8,52.9%,22-14,61.1%,177-156,53.2%,3-1,75.0%,11,87.5%,62.5%,1.1%,3.7%,63.2%,64.9%,42.3%,56.6%,44.8%,50.8%,1.03
vs Righties,260,113,147,43.5%,271-324,45.5%,2625-2873,47.7%,34-25,57.6%,212,59.8%,33.2%,1.2%,3.3%,65.4%,59.9%,44.2%,54.5%,43.1%,48.8%,0.95
vs Lefties,30,13,17,43.3%,28-36,43.8%,286-291,49.6%,0-5,0.0%,23,69.2%,44.4%,1.6%,3.0%,64.6%,61.5%,49.1%,57.1%,41.1%,49.2%,0.96
vs Top 10,26,2,24,7.7%,8-49,14.0%,171-333,33.9%,2-2,50.0%,21,41.9%,31.8%,0.9%,3.9%,63.1%,51.8%,39.2%,47.1%,40.3%,43.8%,0.76
