Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
6,Franco Roncadelli [URU],4,2,66.7%,4,3,1,75.0%,2023,2026,2,1.20,1.9%,5.0%,66.0%,57.1%,59.3%,57.9%,50.7%,72.0%,45.8%
6,Matheus Pucinelli De Almeida [BRA],3,3,50.0%,1,1,0,100.0%,2024,2025,6,0.86,1.2%,1.9%,72.5%,60.5%,44.0%,55.9%,38.0%,52.2%,36.4%
5,Arklon Huertas Del Pino [PER],2,3,40.0%,0,0,0,-,2022,2023,1,1.03,0.0%,8.0%,67.8%,59.3%,39.3%,52.9%,48.4%,25.0%,61.5%
4,Juan Carlos Prado Angelo [BOL],2,2,50.0%,1,0,1,0.0%,2024,2026,4,1.05,3.3%,5.6%,68.8%,66.2%,33.0%,55.8%,46.5%,64.1%,38.1%
4,Juan Pablo Varillas [PER],2,2,50.0%,2,1,1,50.0%,2022,2026,4,1.01,2.2%,4.5%,67.0%,61.7%,50.0%,57.8%,42.5%,54.8%,50.0%
4,Andrea Collarini [ARG],2,2,50.0%,1,0,1,0.0%,2025,2026,4,1.05,1.1%,5.3%,64.8%,62.6%,45.5%,56.6%,45.8%,37.9%,58.8%
4,Adolfo Daniel Vallejo [PAR],1,3,25.0%,1,1,0,100.0%,2023,2025,4,0.94,1.2%,3.7%,63.5%,59.0%,49.2%,55.4%,42.0%,47.6%,47.1%
4,Ignacio Buse [PER],2,2,50.0%,1,0,1,0.0%,2022,2025,2,1.09,0.5%,0.5%,73.9%,56.2%,63.0%,58.0%,45.8%,68.0%,60.0%
4,Gonzalo Bueno [PER],3,1,75.0%,2,1,1,50.0%,2023,2025,3,1.07,0.4%,2.8%,71.3%,58.0%,49.3%,55.5%,47.4%,54.8%,39.5%
4,Murkel Alejandro Dellien Velasco [BOL],3,1,75.0%,0,0,0,-,2023,2025,3,1.25,1.9%,3.9%,71.8%,65.5%,39.7%,58.3%,52.3%,52.2%,54.3%
4,Mariano Kestelboim [ARG],2,2,50.0%,0,0,0,-,2025,2025,4,1.01,1.5%,3.0%,65.5%,56.6%,55.4%,56.2%,44.4%,60.0%,39.4%
4,Renzo Olivo [ARG],4,0,100.0%,2,2,0,100.0%,2023,2025,3,1.14,0.0%,4.6%,75.7%,64.3%,48.4%,60.5%,45.2%,64.5%,42.4%
4,Juan Manuel Cerundolo [ARG],1,3,25.0%,0,0,0,-,2024,2025,4,0.89,1.4%,3.3%,62.0%,60.7%,42.3%,53.7%,41.3%,63.0%,56.7%
4,Tomas Farjat [ARG],3,1,75.0%,0,0,0,-,2022,2025,1,1.63,0.0%,5.8%,69.2%,75.0%,68.8%,73.1%,43.8%,80.0%,37.5%
4,Valerio Aboian [ARG],4,0,100.0%,0,0,0,-,2023,2024,4,1.51,2.4%,10.9%,65.9%,71.2%,50.0%,64.0%,54.5%,65.0%,51.2%
