Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2021 US Open R128,L vs Rublev,52.9%,32.6%,4.6%,2/2,-,8.1%,52.9%,27.8%,1.5%,-,14.3%,55.6%,50.0%,16.7%,-,0.0%
2021 US Open Q3,W vs Sugita,69.2%,46.7%,9.2%,4/2,1.29,5.6%,71.1%,50.0%,4.4%,100.0%,12.5%,86.7%,38.5%,26.7%,1.50,0.0%
2020 Australian Open R64,L vs Monfils,56.3%,35.2%,7.9%,1/9,1.25,23.1%,59.3%,24.1%,4.4%,1.11,25.6%,60.7%,70.6%,21.4%,1.46,20.0%
2020 Australian Open R128,W vs Pospisil,49.0%,41.7%,7.1%,0/7,1.29,22.5%,48.1%,38.5%,3.7%,100.0%,26.1%,66.7%,45.5%,15.2%,1.78,17.6%
2019 Washington R64,L vs Fratangelo,53.4%,38.1%,5.1%,1/5,1.24,15.9%,47.5%,24.1%,1.6%,1.17,16.7%,65.4%,50.0%,9.6%,1.43,15.0%
2019 Wimbledon R64,L vs Fabbiano,65.0%,34.6%,14.4%,9/14,1.53,1.9%,62.2%,33.8%,10.1%,1.50,3.8%,78.9%,36.7%,28.9%,1.56,0.0%
2019 Wimbledon R128,W vs Arnaboldi,61.8%,40.0%,5.6%,3/2,1.33,29.6%,68.8%,30.3%,2.1%,1.25,46.7%,59.5%,54.5%,10.8%,1.50,8.3%
2019 Surbiton CH R16,W vs Lopez,39.6%,38.9%,8.8%,6/2,1.46,25.6%,42.9%,36.7%,10.0%,1.53,29.0%,35.3%,50.0%,5.9%,100.0%,12.5%
2019 Indian Wells R32,W vs Gunneswaran,68.3%,39.0%,8.3%,2/3,1.41,27.3%,83.8%,35.5%,10.8%,1.55,21.1%,52.6%,50.0%,5.3%,1.17,35.7%
2019 Indian Wells R16,L vs Thiem,59.6%,25.0%,2.1%,1/0,-,65.2%,63.4%,23.1%,0.0%,-,81.8%,33.3%,50.0%,16.7%,-,50.0%
2019 Pune F,L vs Anderson,43.3%,33.3%,12.5%,3/10,1.58,12.5%,44.6%,27.6%,6.2%,1.56,24.0%,48.5%,43.8%,27.3%,1.61,0.0%
2018 Houston CH QF,L vs Koepfer,79.2%,28.9%,10.4%,3/2,1.44,12.0%,77.8%,21.4%,5.6%,1.44,11.8%,83.3%,50.0%,25.0%,1.44,12.5%
2018 Monterrey CH F,L vs Ferrer,56.4%,29.0%,14.5%,4/4,1.40,30.0%,58.3%,19.0%,5.6%,1.13,33.3%,62.5%,50.0%,37.5%,1.83,25.0%
2018 Newport R32,W vs De Minaur,54.7%,42.2%,4.3%,2/3,1.12,2.3%,56.7%,36.8%,1.5%,100.0%,4.2%,63.4%,50.0%,9.8%,1.29,4.8%
2018 Munich R32,L vs Kohlschreiber,50.0%,39.3%,8.9%,3/2,1.50,17.1%,52.5%,33.3%,7.5%,1.44,15.4%,43.8%,57.1%,12.5%,1.67,22.2%
2018 Houston QF,W vs Kyrgios,70.4%,52.6%,1.2%,0/1,-,45.7%,76.4%,50.0%,1.8%,-,57.9%,60.0%,60.0%,0.0%,-,31.3%
2017 s Hertogenbosch F,L vs Muller,35.4%,26.1%,13.8%,4/5,1.87,31.7%,26.5%,23.1%,8.2%,1.84,39.3%,66.7%,30.0%,33.3%,1.92,15.4%
2017 Miami R32,L vs Kyrgios,46.3%,31.8%,3.2%,1/2,1.08,15.2%,37.7%,21.7%,1.6%,1.06,15.0%,65.6%,42.9%,6.3%,1.11,15.4%
2016 Davis Cup World Group F RR,L vs Del Potro,53.2%,30.5%,10.8%,3/9,1.18,19.0%,48.1%,21.6%,10.4%,1.25,28.6%,64.7%,45.5%,11.8%,100.0%,4.3%
2016 Tokyo R16,W vs Tipsarevic,63.0%,37.3%,11.1%,4/5,1.44,6.7%,60.4%,31.0%,12.5%,1.20,11.1%,73.3%,45.5%,10.0%,1.75,0.0%
Career (47 matches),,56.9%,37.6%,8.7%,41.3%,1.53,21.2%,56.0%,33.6%,6.1%,1.45,27.9%,66.5%,45.2%,15.6%,1.64,12.3%
