Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2021 US Open R128,L vs Rublev,43,26,1.7,25.7%,15.6%,24,23,1.0,17.6%,16.9%,11.8%,3.7%,3.4,16.2%,4.8%
2020 US Open R128,L vs Gasquet,48,45,1.1,25.0%,23.4%,28,41,0.7,17.8%,26.1%,10.8%,3.8%,8.4,21.9%,2.6%
2020 Australian Open R64,L vs Monfils,44,65,0.7,16.6%,24.5%,44,65,0.7,19.3%,28.5%,,,4.1,10.9%,2.6%
2020 Australian Open R128,W vs Pospisil,21,7,3.0,10.9%,3.6%,21,7,3.0,13.5%,4.5%,,,3.2,18.1%,5.7%
2019 US Open R128,L vs Tiafoe,18,26,0.7,15.8%,22.8%,12,20,0.6,12.2%,20.4%,6.1%,3.1%,3.3,22.8%,7.0%
2019 Washington R64,L vs Fratangelo,59,41,1.4,25.5%,17.7%,28,33,0.8,15.9%,18.8%,10.2%,4.0%,2.5,17.3%,6.9%
2019 Wimbledon R64,L vs Fabbiano,64,33,1.9,20.9%,10.8%,26,25,1.0,10.5%,10.1%,7.3%,1.6%,4.2,17.6%,4.2%
2019 Wimbledon R128,W vs Arnaboldi,50,23,2.2,29.1%,13.4%,30,20,1.5,21.9%,14.6%,10.2%,1.5%,2.5,18.6%,7.6%
2019 Surbiton CH R16,W vs Lopez,37,14,2.6,19.3%,7.3%,13,8,1.6,9.1%,5.6%,5.6%,2.1%,4.4,20.8%,4.7%
2019 Roland Garros R64,L vs Thompson,34,37,0.9,14.8%,16.1%,34,37,0.9,17.4%,19.0%,,,14.0,18.3%,1.3%
2019 Roland Garros R128,W vs Lopez,34,36,0.9,11.4%,12.0%,34,36,0.9,14.0%,14.9%,,,2.4,15.4%,6.4%
2019 Indian Wells Masters R16,L vs Thiem,29,26,1.1,31.2%,28.0%,24,24,1.0,29.3%,29.3%,6.1%,3.7%,2.8,26.9%,9.7%
2019 Indian Wells Masters R32,W vs Gunneswaran,33,22,1.5,26.8%,17.9%,18,19,0.9,18.2%,19.2%,11.1%,6.1%,1.4,18.7%,13.8%
2019 Pune F,L vs Anderson,63,15,4.2,28.4%,6.8%,27,11,2.5,17.5%,7.1%,9.1%,2.6%,3.8,22.5%,5.9%
2018 Houston CH QF,L vs Koepfer,18,14,1.3,19.4%,15.1%,13,11,1.2,15.3%,12.9%,11.8%,3.5%,5.2,28.0%,5.4%
2018 Monterrey CH F,L vs Ferrer,28,18,1.6,23.3%,15.0%,20,15,1.3,19.6%,14.7%,15.7%,2.0%,5.5,18.3%,3.3%
2018 Newport R32,W vs De Minaur,46,51,0.9,19.9%,22.1%,27,38,0.7,14.8%,20.8%,6.6%,3.8%,1.4,14.7%,10.8%
2018 Wimbledon R64,L vs Struff,116,28,4.1,28.2%,6.8%,55,22,2.5,18.0%,7.2%,8.5%,4.2%,6.5,25.3%,3.9%
2018 Wimbledon R128,W vs Youzhny,65,37,1.8,24.6%,14.0%,29,28,1.0,14.1%,13.6%,8.3%,5.8%,2.2,14.4%,6.4%
2018 Roland Garros R128,L vs Moutet,36,34,1.1,18.6%,17.5%,36,34,1.1,23.7%,22.4%,,,4.4,16.0%,3.6%
Career (85 matches),,4035,2427,1.7,23.5%,14.1%,2235,2075,1.1,16.4%,15.2%,7.7%,3.5%,2.9,18.6%,6.5%
