Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2021 US Open R128,L vs Rublev,123.8,126.0,4.8,128.2,122.9,134,113,118.0,6.4,122.8,109.5,126,102
2019 US Open R128,L vs Tiafoe,114.6,117.4,4.9,119.1,116.7,125,108,109.5,4.5,113.8,109.8,119,102
2019 Roland Garros R128,W vs Lopez,118.3,122.2,6.0,,,132,101,108.1,5.1,,,118,96
2017 Wimbledon R128,L vs Bedene,118.8,121.7,7.6,121.6,120.3,133,66,112.1,7.6,110.4,111.8,124,84
2017 Roland Garros R64,L vs Zeballos,120.4,122.7,4.1,,,130,111,115.8,4.9,,,126,103
2017 Roland Garros R128,W vs Tsitsipas,123.5,127.6,3.7,,,133,115,114.4,4.6,,,124,103
2017 Australian Open R32,L vs Goffin,123.0,125.3,5.2,127.2,123.2,132,105,114.4,3.2,114.0,114.0,119,108
2017 Australian Open R64,W vs Whittington,118.5,122.9,10.4,125.9,118.4,132,64,111.2,8.2,112.8,108.5,118,74
2016 US Open R16,L vs Nishikori,120.6,124.5,4.7,127.3,122.7,134,113,111.5,6.9,115.6,115.0,123,97
2016 US Open R32,W vs Donaldson,121.7,127.3,5.0,128.1,123.3,135,110,114.1,4.3,115.4,112.5,124,102
2016 US Open R64,W vs Young,123.7,127.0,4.9,129.7,124.7,135,112,115.3,5.3,116.8,111.8,123,98
2016 Roland Garros R32,L vs Murray,122.0,123.4,3.5,124.3,120.9,129,113,118.8,3.2,119.6,117.5,125,113
2016 Roland Garros R64,W vs Thompson,122.1,125.2,6.7,,,136,67,115.0,4.2,,,123,105
2015 Wimbledon R16,L vs Murray,123.6,125.5,7.7,,,136,103,118.6,4.2,,,126,111
2015 Wimbledon R32,W vs Tsonga,122.8,125.5,9.6,,,135,63,112.3,6.8,,,124,98
2015 Wimbledon R64,W vs Dolgopolov,124.9,127.8,6.2,,,137,108,116.5,4.5,,,127,106
2015 Wimbledon R128,W vs Ymer,124.0,128.4,6.0,,,137,108,115.7,3.7,,,125,109
2015 Roland Garros R128,L vs Baghdatis,123.7,127.3,4.9,,,134,114,116.4,5.5,,,124,104
2015 Australian Open R64,L vs Kyrgios,125.8,129.3,5.6,,,136,106,117.3,4.8,,,124,104
2014 Roland Garros R32,L vs Anderson,119.3,123.6,4.6,,,132,111,111.6,3.6,,,116,106
Career (29 matches),,121.1,125.0,6.2,125.6,121.5,139,63,112.2,5.4,115.7,111.8,127,74
