Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2021 US Open R128,L vs Rublev,13% (2/16),0% (0/2),0/2,14% (2/14),0% (0/2),0/0,0/0,2/2,0/0,1/1
2020 US Open R128,L vs Gasquet,19% (3/16),33% (1/3),0/3,27% (4/15),25% (1/4),0/1,0/1,2/2,0/0,0/0
2020 Australian Open R64,L vs Monfils,5% (1/22),100% (1/1),0/2,18% (4/22),50% (2/4),1/1,1/1,3/3,0/0,0/0
2020 Australian Open R128,W vs Pospisil,18% (3/17),67% (2/3),0/0,6% (1/17),100% (1/1),0/0,0/0,2/2,0/0,0/0
2019 Cincinnati R64,L vs Struff,0% (0/12),- (0/0),0/0,33% (4/12),75% (3/4),0/0,0/0,3/4,0/0,2/2
2019 Washington R64,L vs Fratangelo,12% (2/17),0% (0/2),0/1,6% (1/17),0% (0/1),0/0,0/0,3/3,0/0,2/2
2019 Newport R32,L vs Andreozzi,8% (1/12),0% (0/1),0/0,8% (1/12),100% (1/1),0/0,0/0,2/2,0/0,0/0
2019 Wimbledon R64,L vs Fabbiano,4% (1/27),0% (0/1),0/2,16% (4/25),25% (1/4),0/0,0/0,1/2,0/0,0/1
2019 Wimbledon R128,W vs Arnaboldi,13% (2/16),100% (2/2),0/0,0% (0/16),- (0/0),2/2,2/2,2/2,0/0,0/0
2019 Surbiton CH R16,W vs Lopez,13% (2/16),50% (1/2),0/3,33% (5/15),40% (2/5),1/1,0/1,1/1,0/1,1/1
2019 Roland Garros R64,L vs Thompson,0% (0/21),- (0/0),0/3,32% (6/19),50% (3/6),0/0,0/0,3/3,0/0,1/1
2019 Roland Garros R128,W vs Lopez,17% (4/24),75% (3/4),0/1,17% (4/24),75% (3/4),2/2,1/1,4/4,1/1,0/0
2019 Houston R32,L vs Harrison,0% (0/10),- (0/0),0/2,33% (3/9),33% (1/3),0/0,0/0,2/2,0/0,1/1
2019 Miami R128,L vs Andujar,9% (1/11),0% (0/1),0/1,27% (3/11),67% (2/3),0/0,0/0,3/3,0/0,1/1
2019 Indian Wells R16,L vs Thiem,0% (0/10),- (0/0),0/1,22% (2/9),0% (0/2),0/0,0/0,1/2,0/0,1/1
2019 Indian Wells R32,W vs Gunneswaran,20% (2/10),50% (1/2),0/0,9% (1/11),100% (1/1),1/1,1/1,2/2,0/0,0/0
2019 Indian Wells R64,W vs Coric,36% (4/11),50% (2/4),1/1,9% (1/11),0% (0/1),1/1,0/0,0/0,0/0,0/0
2019 Indian Wells R128,W vs Ebden,25% (3/12),33% (1/3),0/1,17% (2/12),50% (1/2),1/1,0/0,3/3,0/0,0/0
2019 Delray Beach R32,L vs Albot,27% (3/11),0% (0/3),0/1,36% (4/11),75% (3/4),0/0,0/0,2/2,0/0,0/0
2019 New York R32,L vs Albot,6% (1/18),0% (0/1),0/0,0% (0/18),- (0/0),0/0,0/0,4/4,0/0,2/2
2021 (1 matches),,12.5%,0.0%,0.0%,14.3%,0.0%,-,-,100.0%,-,100.0%
2020 (3 matches),,12.7%,57.1%,0.0%,16.7%,44.4%,50.0%,50.0%,100.0%,-,-
2019 (22 matches),,10.8%,43.2%,5.3%,16.0%,57.4%,100.0%,90.0%,94.7%,75.0%,94.4%
2018 (44 matches),,15.7%,46.6%,8.1%,15.5%,56.9%,93.2%,100.0%,93.9%,100.0%,92.9%
2017 (32 matches),,13.0%,49.2%,0.0%,15.9%,54.1%,100.0%,91.7%,90.4%,80.0%,75.0%
Career (313 matches),,15.9%,49.7%,4.4%,15.7%,52.5%,92.5%,92.7%,93.9%,92.0%,91.8%
