Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2021,6,2,4,33.3%,5-11,31.3%,75-87,46.3%,0-3,0.0%,6,84.8%,9.9%,23.4%,6.7%,64.3%,79.9%,47.0%,68.2%,28.6%,48.3%,0.90,R16 (2x)
2020,5,1,4,20.0%,4-10,28.6%,70-84,45.5%,1-4,20.0%,5,89.2%,5.2%,15.3%,4.1%,64.8%,77.5%,55.8%,69.9%,24.9%,47.1%,0.83,R32 (2x)
2019,21,7,14,33.3%,25-34,42.4%,326-356,47.8%,16-16,50.0%,21,92.6%,3.9%,24.3%,4.7%,65.5%,82.6%,53.2%,72.5%,24.8%,48.8%,0.90,R16 (2x)
2018,32,15,17,46.9%,45-45,50.0%,538-535,50.1%,21-26,44.7%,32,93.6%,7.2%,24.4%,5.6%,65.8%,84.3%,54.3%,74.0%,26.2%,50.1%,1.01,F (Pune)
2017,35,15,20,42.9%,40-50,44.4%,515-531,49.2%,17-25,40.5%,35,93.3%,6.3%,23.7%,5.8%,65.1%,82.3%,56.4%,73.3%,26.0%,49.7%,0.97,F (s Hertogenbosch)
2016,56,32,24,57.1%,77-65,54.2%,803-797,50.2%,42-26,61.8%,56,92.2%,7.1%,24.2%,6.2%,64.2%,81.9%,55.2%,72.3%,26.6%,49.8%,0.96,W (2x)
2015,63,38,25,60.3%,96-72,57.1%,992-904,52.3%,32-44,42.1%,63,95.5%,9.6%,27.0%,4.3%,66.6%,84.6%,57.0%,75.4%,29.0%,51.6%,1.17,W (Delray Beach)
2014,62,35,27,56.5%,80-66,54.8%,819-799,50.6%,32-30,51.6%,62,92.6%,8.8%,24.9%,3.7%,66.7%,84.3%,54.5%,74.4%,27.8%,50.6%,1.08,F (4x)
2013,30,16,14,53.3%,37-35,51.4%,400-399,50.1%,20-12,62.5%,30,91.1%,7.5%,22.0%,4.2%,65.1%,81.8%,54.0%,72.1%,27.5%,49.9%,0.99,W (Bogota)
2012,33,16,17,48.5%,44-42,51.2%,456-464,49.6%,19-15,55.9%,30,87.3%,10.9%,20.2%,3.5%,64.9%,79.1%,51.6%,69.5%,30.0%,49.6%,0.98,SF (Moscow)
2011,37,16,21,43.2%,41-51,44.6%,503-520,49.2%,19-22,46.3%,36,90.0%,8.6%,21.1%,3.3%,66.4%,80.3%,50.2%,70.2%,28.1%,49.4%,0.94,SF (Houston)
2010,26,17,9,65.4%,37-28,56.9%,354-328,51.9%,11-10,52.4%,25,91.4%,10.5%,24.6%,2.7%,64.3%,83.6%,50.6%,71.8%,30.9%,51.3%,1.10,F (Delray Beach)
2009,46,23,23,50.0%,65-59,52.4%,702-668,51.2%,18-27,40.0%,43,92.2%,10.3%,26.1%,2.9%,67.1%,84.8%,53.6%,74.5%,28.4%,51.1%,1.12,SF (Belgrade)
2008,56,31,25,55.4%,77-66,53.8%,802-768,51.1%,30-30,50.0%,53,90.5%,11.7%,21.9%,2.3%,66.2%,81.3%,53.0%,71.7%,30.3%,50.7%,1.07,W (Nottingham)
2007,67,45,22,67.2%,98-66,59.8%,950-870,52.2%,37-31,54.4%,65,94.3%,9.7%,25.3%,2.3%,68.7%,83.5%,52.9%,73.9%,29.3%,51.3%,1.13,W (3x)
2006,36,17,19,47.2%,48-47,50.5%,524-526,49.9%,21-19,52.5%,35,91.4%,8.0%,20.3%,3.4%,65.3%,81.9%,49.7%,70.7%,27.9%,49.5%,0.95,W (Dusseldorf)
2005,40,17,23,42.5%,44-56,44.0%,544-578,48.5%,24-22,52.2%,39,90.6%,6.1%,22.2%,5.3%,63.9%,83.0%,51.7%,71.7%,25.8%,49.2%,0.91,F (Queen's Club)
2004,44,18,26,40.9%,55-69,44.4%,676-719,48.5%,28-29,49.1%,40,90.4%,5.9%,21.3%,5.5%,62.0%,82.2%,51.8%,70.6%,27.1%,49.2%,0.92,QF (St. Petersburg)
2003,16,9,7,56.3%,25-21,54.3%,254-244,51.0%,9-10,47.4%,16,91.6%,10.8%,19.1%,6.9%,61.6%,84.1%,53.6%,72.4%,29.1%,50.7%,1.06,QF (Shanghai)
2002,3,0,3,0.0%,2-8,20.0%,42-58,42.0%,0-1,0.0%,1,93.3%,6.3%,17.4%,12.8%,56.0%,80.3%,43.8%,64.2%,23.9%,46.2%,0.67,
2001,3,1,2,33.3%,2-4,33.3%,29-35,45.3%,1-1,50.0%,2,65.0%,14.3%,19.9%,3.7%,63.2%,70.9%,40.0%,59.6%,32.8%,46.6%,0.81,R16 (Chennai)
2000,2,2,0,100.0%,4-1,80.0%,28-18,60.9%,0-0,-,0,,,,,,,,,,,,
Career,719,373,346,51.9%,951-906,51.2%,10402-10288,50.3%,398-403,49.7%,695,92.0%,8.5%,23.4%,4.2%,65.5%,82.7%,53.3%,72.5%,28.0%,50.2%,1.02,
