Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
14,Roger Federer [SUI],1,13,7.1%,18,3,15,16.7%,2004,2015,14,0.64,20.6%,2.3%,68.0%,80.0%,51.6%,70.9%,18.6%,69.1%,9.5%
12,Feliciano Lopez [ESP],8,4,66.7%,19,12,7,63.2%,2004,2019,12,1.04,27.0%,4.2%,67.8%,83.8%,59.3%,75.9%,25.1%,74.3%,32.5%
10,James Blake [USA],7,3,70.0%,13,6,7,46.2%,2006,2013,9,1.03,23.6%,3.3%,66.4%,83.4%,50.3%,72.3%,28.5%,53.3%,32.0%
10,Nikolay Davydenko [RUS],2,8,20.0%,8,2,6,25.0%,1999,2012,8,0.81,18.0%,3.2%,63.3%,77.9%,46.4%,66.4%,27.3%,73.7%,12.5%
9,Sam Querrey [USA],3,6,33.3%,10,3,7,30.0%,2007,2018,9,0.85,20.2%,3.0%,64.3%,81.4%,51.5%,70.7%,24.9%,73.8%,30.4%
8,Gael Monfils [FRA],2,6,25.0%,11,4,7,36.4%,2007,2020,7,0.96,14.4%,4.4%,64.2%,80.5%,52.4%,70.4%,28.3%,68.4%,40.0%
8,Dudi Sela [ISR],7,1,87.5%,8,6,2,75.0%,2003,2018,7,1.30,19.7%,4.8%,64.4%,86.1%,51.0%,73.6%,34.3%,76.2%,34.7%
8,Fernando Verdasco [ESP],4,4,50.0%,8,4,4,50.0%,2002,2017,7,0.93,20.9%,2.7%,68.9%,81.5%,51.0%,72.0%,25.9%,64.3%,31.8%
8,Tomas Berdych [CZE],5,3,62.5%,9,6,3,66.7%,2007,2015,8,0.99,30.1%,3.1%,69.1%,84.5%,50.3%,74.0%,25.8%,77.8%,19.0%
8,Benjamin Becker [GER],7,1,87.5%,6,5,1,83.3%,2007,2014,8,1.30,27.0%,3.6%,67.3%,83.3%,57.6%,74.9%,32.6%,81.5%,46.4%
7,Richard Gasquet [FRA],1,6,14.3%,6,2,4,33.3%,2005,2020,7,0.77,24.8%,3.3%,66.2%,76.5%,52.5%,68.4%,24.3%,48.4%,37.5%
7,Marin Cilic [CRO],3,4,42.9%,7,4,3,57.1%,2010,2019,7,0.86,21.6%,4.4%,66.2%,78.5%,49.2%,68.6%,26.9%,73.2%,20.0%
7,Philipp Kohlschreiber [GER],3,4,42.9%,10,6,4,60.0%,2008,2019,7,0.76,23.1%,3.3%,68.3%,76.4%,56.6%,70.1%,22.7%,71.9%,33.3%
7,Dusan Lajovic [SRB],7,0,100.0%,7,7,0,100.0%,2010,2016,7,1.42,23.3%,4.9%,61.0%,89.7%,61.5%,78.7%,30.2%,81.8%,45.8%
7,Yen Hsun Lu [TPE],5,2,71.4%,11,6,5,54.5%,2002,2016,5,1.30,33.9%,3.7%,68.1%,89.6%,54.7%,78.4%,28.0%,85.7%,16.7%
