Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,17,Hard,33,16,17,48.5%,37,18,19,48.6%,2004,2020,R16,33,1.00,23.1%,3.7%,65.8%,81.6%,52.4%,71.6%,28.3%,72.3%,30.8%
Roland Garros,16,Clay,26,10,16,38.5%,31,16,15,51.6%,2003,2020,R32,24,0.92,20.6%,3.8%,66.1%,80.6%,51.1%,70.6%,27.1%,70.7%,25.2%
Wimbledon,16,Grass,36,20,16,55.6%,57,29,28,50.9%,2003,2021,QF,33,1.08,25.0%,4.3%,69.0%,84.6%,55.1%,75.5%,26.6%,69.0%,28.7%
US Open,21,Hard,45,24,21,53.3%,58,27,31,46.6%,2000,2021,R16,38,1.00,23.8%,5.0%,64.4%,82.1%,51.2%,71.1%,28.8%,70.4%,35.0%
Olympics,1,,3,2,1,66.7%,3,1,2,33.3%,2004,2004,R16,0,,,,,,,,,,
Davis Cup,10,,19,9,10,47.4%,20,10,10,50.0%,2000,2016,,2,0.56,22.6%,8.8%,62.7%,77.9%,43.2%,65.0%,19.6%,56.3%,0.0%
Miami Masters,16,Hard,21,5,16,23.8%,22,7,15,31.8%,2004,2021,R32,21,0.88,20.1%,4.1%,62.0%,80.3%,53.3%,70.1%,26.3%,72.6%,30.0%
Indian Wells Masters,15,Hard,31,16,15,51.6%,30,19,11,63.3%,2004,2021,QF,31,1.02,20.5%,4.6%,63.3%,83.0%,50.0%,70.9%,29.8%,68.4%,31.1%
Cincinnati Masters,12,Hard,28,16,12,57.1%,33,17,16,51.5%,2004,2019,SF,28,1.05,26.1%,3.4%,65.8%,83.0%,57.6%,74.3%,27.0%,80.6%,25.7%
Delray Beach,12,Hard,23,12,11,52.2%,16,7,9,43.8%,2004,2021,W,23,1.04,23.3%,6.2%,59.7%,82.3%,52.0%,70.1%,31.1%,71.6%,35.9%
Madrid Masters,11,Clay,21,10,11,47.6%,31,17,14,54.8%,2004,2017,QF,21,1.00,24.6%,3.1%,68.3%,82.2%,56.3%,74.0%,26.1%,72.6%,17.1%
Queen's Club,10,Grass,28,18,10,64.3%,32,17,15,53.1%,2002,2019,F,28,1.13,26.8%,4.2%,66.3%,85.7%,55.1%,75.4%,27.9%,85.4%,37.0%
Newport,10,Grass,26,17,9,65.4%,34,18,16,52.9%,2006,2021,W,26,1.09,22.4%,7.4%,61.0%,84.3%,54.3%,72.6%,30.0%,66.2%,28.7%
Doha,9,Hard,21,11,10,52.4%,28,17,11,60.7%,2005,2020,SF,21,0.98,21.7%,2.6%,66.6%,79.3%,52.6%,70.4%,29.0%,75.8%,23.9%
Zagreb,10,Hard,20,10,10,50.0%,24,12,12,50.0%,2006,2015,QF,20,1.19,25.9%,2.2%,70.0%,84.5%,57.0%,76.2%,28.2%,72.5%,23.5%
Canada Masters,10,Hard,20,10,10,50.0%,24,13,11,54.2%,2004,2019,R16,19,1.01,23.5%,4.3%,63.7%,84.1%,54.6%,73.4%,26.9%,62.7%,24.2%
