Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2021,279,202,153,1609,127,1594,138,1573,91,1587,,,,
2020,147,444,,,,,,,,,,,,
2019,95,586,103,1697,91,1673,95,1633,65,1645,,,,
2018,100,589,87,1714,76,1680,85,1651,42,1686,270,180,,
2017,80,660,47,1809,48,1757,65,1713,26,1764,,,,
2016,20,1795,28,1890,29,1833,47,1750,14,1829,,,,
2015,23,1485,27,1880,27,1819,53,1735,18,1816,277,250,,
2014,27,1320,39,1834,31,1796,56,1729,25,1760,812,45,,
2013,78,647,62,1771,51,1742,94,1641,33,1741,248,258,,
2012,100,556,47,1808,41,1774,68,1712,29,1759,140,495,82,1613
2011,56,867,30,1886,25,1841,41,1787,16,1805,162,460,98,1596
2010,73,670,31,1875,32,1806,48,1773,,,82,950,95,1575
2009,37,1015,40,1829,46,1741,51,1749,12,1831,176,380,119,1521
2008,26,1140,29,1874,31,1821,53,1753,10,1833,375,135,119,1510
2007,22,1360,13,1956,11,1904,36,1786,9,1860,153,360,58,1627
2006,98,431,62,1763,59,1702,71,1676,29,1732,66,750,31,1702
2005,70,550,57,1781,47,1737,105,1617,18,1763,109,492,83,1568
2004,61,640,73,1756,72,1696,99,1641,39,1723,87,686,88,1552
2003,73,489,64,1766,63,1716,108,1614,34,1702,278,158,,
2002,201,165,229,1512,203,1480,222,1454,164,1464,287,139,,
2001,193,197,154,1628,138,1585,185,1519,99,1584,217,252,,
2000,286,107,264,1485,298,1316,252,1428,145,1499,411,94,,
1999,525,46,,,,,,,,,297,175,,
1998,680,22,,,,,,,,,356,137,,
1997,1366,,,,,,,,,,373,136,,
1996,,,,,,,,,,,509,75,,
1995,,,,,,,,,,,688,36,,
