Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2020 US Open R128,L vs Raonic,8,17,0.5,5.4%,11.5%,3,10,0.3,2.6%,8.5%,1.7%,0.9%,1.3,28.4%,22.3%
2020 Australian Open R128,L vs Paul,21,30,0.7,9.4%,13.4%,21,30,0.7,10.1%,14.5%,,,1.6,16.1%,10.3%
2019 US Open R128,L vs Hoang,43,72,0.6,14.8%,24.8%,34,59,0.6,13.4%,23.2%,7.5%,2.8%,0.8,11.4%,13.4%
2019 Umag QF,L vs Djere,27,33,0.8,12.4%,15.1%,21,27,0.8,10.9%,14.0%,8.8%,2.1%,1.0,16.1%,16.5%
2019 Wimbledon R64,L vs Hurkacz,42,50,0.8,15.6%,18.6%,31,36,0.9,13.4%,15.5%,9.5%,1.3%,1.9,17.8%,9.3%
2019 Wimbledon R128,W vs Gulbis,21,32,0.7,10.6%,16.2%,19,27,0.7,10.4%,14.8%,6.6%,2.7%,0.4,11.6%,26.3%
2019 Roland Garros R16,L vs Federer,17,27,0.6,10.8%,17.2%,17,27,0.6,11.4%,18.1%,,,1.4,16.6%,12.1%
2019 Roland Garros R32,W vs Mahut,40,31,1.3,13.7%,10.6%,40,31,1.3,16.3%,12.6%,,,0.9,13.0%,14.0%
2019 Roland Garros R64,W vs Schwartzman,43,49,0.9,15.8%,18.0%,43,49,0.9,17.7%,20.2%,,,0.7,7.7%,11.0%
2019 Roland Garros R128,W vs Vesely,29,21,1.4,16.2%,11.7%,29,21,1.4,19.5%,14.1%,,,0.6,7.8%,14.0%
2019 Barcelona R32,L vs Nadal,26,49,0.5,13.3%,25.1%,22,45,0.5,12.0%,24.5%,9.2%,2.7%,0.5,10.3%,21.0%
2019 Miami Masters R128,W vs Ymer,35,51,0.7,18.0%,26.3%,28,43,0.7,15.9%,24.4%,11.4%,4.0%,0.9,8.8%,9.8%
2019 Indian Wells Masters R64,L vs Monfils,19,41,0.5,10.9%,23.6%,17,33,0.5,11.0%,21.3%,8.4%,2.6%,0.8,15.5%,18.4%
2018 Hamburg F,L vs Basilashvili,26,42,0.6,14.7%,23.7%,17,38,0.4,11.2%,25.0%,7.2%,3.9%,0.6,13.6%,21.5%
2018 Wimbledon R128,L vs Struff,43,25,1.7,13.5%,7.8%,29,16,1.8,10.6%,5.9%,8.4%,1.5%,1.4,12.9%,9.1%
2018 Roland Garros R128,L vs Benneteau,29,61,0.5,11.1%,23.4%,29,61,0.5,12.6%,26.5%,,,0.6,5.4%,8.4%
2018 Madrid Masters R16,L vs Zverev,8,15,0.5,7.8%,14.7%,8,15,0.5,8.1%,15.2%,8.1%,0.0%,2.0,17.6%,8.8%
2018 Indian Wells Masters R16,L vs Del Potro,40,34,1.2,20.1%,17.1%,32,32,1.0,17.9%,17.9%,15.6%,2.2%,1.1,14.1%,13.1%
2018 Australian Open R64,L vs Nadal,33,27,1.2,16.3%,13.3%,33,27,1.2,18.6%,15.3%,,,4.0,17.7%,4.4%
2018 Australian Open R128,W vs Jarry,10,14,0.7,5.3%,7.4%,10,14,0.7,6.1%,8.5%,,,0.3,9.0%,25.9%
Career (65 matches),,2114,2350,0.9,16.0%,17.8%,1681,2085,0.8,14.3%,17.7%,7.6%,2.5%,1.1,13.6%,12.9%
