Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,10,Hard,14,4,10,28.6%,10,3,7,30.0%,2010,2020,R64,14,0.87,9.8%,4.3%,61.9%,72.3%,50.9%,64.2%,31.1%,53.1%,35.3%
Roland Garros,13,Clay,36,23,13,63.9%,21,15,6,71.4%,2009,2021,R16,31,1.07,8.5%,4.2%,60.5%,73.9%,52.3%,65.4%,37.2%,56.5%,39.4%
Wimbledon,11,Grass,19,8,11,42.1%,20,11,9,55.0%,2009,2021,R16,18,0.98,8.5%,4.0%,62.9%,75.6%,53.3%,67.3%,31.9%,69.6%,34.8%
US Open,10,Hard,21,10,11,47.6%,9,4,5,44.4%,2009,2020,R32,18,0.94,8.2%,5.5%,58.2%,70.1%,51.2%,62.2%,35.5%,62.4%,37.1%
Davis Cup,6,,15,11,4,73.3%,8,6,2,75.0%,2010,2020,,4,1.46,16.1%,2.6%,67.5%,84.0%,61.3%,76.6%,34.0%,60.0%,41.9%
Buenos Aires,11,Clay,20,9,11,45.0%,10,5,5,50.0%,2011,2021,QF,20,1.05,6.8%,4.0%,64.7%,73.4%,51.1%,65.5%,36.3%,55.8%,38.4%
Miami Masters,8,Hard,12,4,8,33.3%,5,2,3,40.0%,2009,2019,R32,11,0.92,7.0%,7.3%,57.8%,73.1%,47.9%,62.5%,34.7%,64.2%,35.8%
Hamburg,6,Clay,21,16,5,76.2%,12,6,6,50.0%,2013,2019,W,21,1.27,7.8%,3.5%,62.5%,77.5%,52.9%,68.3%,40.3%,68.6%,39.5%
Indian Wells Masters,6,Hard,15,9,6,60.0%,5,3,2,60.0%,2010,2019,R16,14,1.08,6.8%,4.9%,57.5%,72.2%,54.5%,64.7%,38.2%,63.5%,46.9%
Sao Paulo,6,Clay,12,6,6,50.0%,8,5,3,62.5%,2012,2019,QF,12,1.05,9.3%,4.1%,60.4%,77.2%,53.0%,67.6%,34.0%,70.1%,32.5%
Madrid Masters,6,Clay,11,5,6,45.5%,5,3,2,60.0%,2010,2019,R16,11,0.93,6.0%,4.5%,63.3%,71.4%,57.3%,66.2%,31.5%,69.5%,44.4%
