Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2019 Umag QF,L vs Djere,10.2%,30.0%,14.2%,51.6%,23.2%,22.7%,50.0%,8.2%,57.1%,1.7%,0.0%,-5,42
2019 Barcelona R16,L vs Nadal,3.0%,66.7%,10.8%,57.1%,12.8%,24.1%,0.0%,3.5%,0.0%,0.6%,0.0%,4,0
2019 Miami R128,W vs Ymer,7.1%,71.4%,23.2%,71.1%,13.5%,23.3%,0.0%,9.8%,30.8%,1.8%,0.0%,38,74
2019 Indian Wells R64,L vs Monfils,10.1%,55.6%,17.8%,58.1%,11.6%,15.6%,0.0%,6.8%,12.5%,0.4%,0.0%,-2,19
2018 Hamburg F,L vs Basilashvili,5.1%,100.0%,6.2%,90.9%,8.3%,13.3%,7.1%,7.3%,40.0%,2.7%,62.5%,13,40
2018 Madrid R16,L vs Zverev,7.0%,25.0%,15.7%,62.5%,19.6%,33.3%,0.0%,5.0%,0.0%,0.0%,-,31,-3
2018 Indian Wells R16,L vs Del Potro,3.9%,50.0%,15.1%,70.0%,17.2%,13.6%,17.4%,9.8%,30.8%,0.0%,-,6,-1
2017 Hamburg F,W vs Mayer,0.0%,-,13.8%,75.0%,27.7%,35.1%,36.4%,13.2%,12.5%,1.1%,0.0%,99,80
2016 Doha QF,L vs Djokovic,4.8%,66.7%,13.9%,76.5%,12.6%,12.9%,0.0%,9.8%,30.0%,0.4%,0.0%,-36,-24
2015 Paris R64,W vs Klizan,2.0%,100.0%,10.1%,75.0%,12.5%,12.5%,10.0%,12.8%,16.7%,1.2%,50.0%,0,39
2015 Stockholm R16,L vs Simon,0.0%,-,10.5%,58.3%,14.1%,14.3%,33.3%,3.3%,66.7%,0.5%,0.0%,1,-22
2015 US Open R128,L vs Federer,2.9%,50.0%,6.6%,44.4%,19.3%,16.7%,12.5%,20.6%,42.9%,0.0%,-,112,93
2015 Nottingham QF,L vs Istomin,1.0%,100.0%,5.9%,61.5%,21.8%,31.4%,0.0%,5.2%,0.0%,0.4%,100.0%,51,84
2015 Nice F,L vs Thiem,5.6%,57.1%,12.0%,66.7%,12.8%,7.5%,7.1%,11.4%,30.0%,1.9%,50.0%,40,56
2015 Nice SF,W vs Coric,0.0%,-,9.8%,91.7%,17.2%,6.3%,27.3%,1.8%,0.0%,0.5%,100.0%,121,128
2015 Nice QF,W vs Monaco,3.9%,100.0%,14.3%,78.9%,12.5%,23.8%,0.0%,6.3%,14.3%,1.1%,33.3%,78,78
2015 Madrid R32,W vs Lopez,1.3%,0.0%,11.6%,75.0%,26.4%,31.3%,6.7%,8.2%,25.0%,0.5%,100.0%,69,71
2015 Miami R32,L vs Anderson,0.0%,-,10.4%,83.3%,12.7%,17.6%,18.2%,4.7%,50.0%,0.0%,-,32,16
2014 Stockholm R32,W vs Young,0.0%,-,1.5%,100.0%,15.0%,17.6%,10.0%,16.7%,40.0%,0.0%,-,-17,46
2014 Hamburg F,W vs Ferrer,3.4%,66.7%,11.3%,59.1%,18.6%,19.4%,23.1%,9.8%,40.0%,1.0%,33.3%,52,50
Career (22 matches),,4.2%,61.6%,12.0%,67.0%,15.8%,20.1%,12.6%,8.8%,27.8%,0.9%,33.3%,30,42
