Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,165,71,94,43.0%,193-225,46.2%,2032-2117,49.0%,38-47,44.7%,155,80.9%,17.1%,8.7%,4.7%,59.8%,73.3%,52.0%,64.8%,34.4%,49.5%,0.98
Clay,178,93,85,52.2%,249-219,53.2%,2374-2317,50.6%,58-37,61.1%,175,81.6%,18.6%,7.1%,4.4%,61.5%,73.1%,52.8%,65.3%,35.7%,50.4%,1.03
Grass,35,16,19,45.7%,49-51,49.0%,512-518,49.7%,18-14,56.3%,35,86.3%,12.9%,8.7%,3.6%,63.4%,75.3%,53.3%,67.3%,32.0%,49.8%,0.98
Grand Slams,73,34,39,46.6%,122-133,47.8%,1238-1293,48.9%,31-25,55.4%,73,81.4%,16.4%,8.9%,4.4%,61.0%,73.4%,52.4%,65.2%,34.0%,49.5%,0.98
Masters,57,26,31,45.6%,64-63,50.4%,620-618,50.1%,10-13,43.5%,56,80.9%,19.2%,7.3%,4.8%,60.0%,72.3%,51.9%,64.1%,35.3%,49.8%,0.98
Other Tours,233,109,124,46.8%,272-280,49.3%,2773-2795,49.8%,67-58,53.6%,232,82.0%,17.3%,7.4%,4.3%,61.1%,73.6%,52.6%,65.4%,35.1%,50.1%,1.01
Best of 5,85,43,42,50.6%,150-150,50.0%,1489-1509,49.7%,36-27,57.1%,75,81.9%,16.5%,9.2%,4.4%,61.1%,73.8%,52.8%,65.6%,33.9%,49.7%,0.99
Best of 3,293,137,156,46.8%,341-345,49.7%,3429-3443,49.9%,78-71,52.3%,290,81.8%,17.7%,7.4%,4.4%,60.9%,73.3%,52.4%,65.2%,35.1%,50.0%,1.01
Finals,5,2,3,40.0%,6-8,42.9%,74-72,50.7%,2-2,50.0%,5,84.7%,15.7%,6.8%,3.3%,68.4%,71.3%,51.9%,65.2%,32.9%,49.8%,0.94
Semi-finals,8,5,3,62.5%,10-7,58.8%,100-90,52.6%,2-3,40.0%,8,89.2%,16.3%,9.2%,3.1%,61.8%,75.6%,59.7%,69.6%,33.0%,51.4%,1.08
Quarter-finals,28,8,20,28.6%,27-42,39.1%,334-379,46.8%,10-6,62.5%,27,79.7%,13.1%,6.8%,4.5%,61.2%,74.0%,49.1%,64.3%,33.4%,48.8%,0.94
vs Righties,300,143,157,47.7%,391-399,49.5%,3923-3965,49.7%,90-74,54.9%,290,81.8%,17.2%,7.9%,4.3%,61.1%,73.4%,52.8%,65.4%,34.6%,49.9%,1.00
vs Lefties,78,37,41,47.4%,100-96,51.0%,995-987,50.2%,24-24,50.0%,75,81.9%,18.0%,8.1%,4.8%,60.5%,73.6%,51.5%,64.9%,35.7%,50.3%,1.02
vs Top 10,36,2,34,5.6%,14-80,14.9%,360-560,39.1%,7-8,46.7%,33,70.4%,7.1%,5.9%,3.9%,61.0%,66.2%,48.8%,59.4%,27.5%,44.2%,0.68
