Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,8,3,5,37.5%,7-10,41.2%,76-81,48.4%,0-1,0.0%,0,,,,,,,,,,,
Clay,38,21,17,55.3%,51-41,55.4%,433-389,52.7%,5-2,71.4%,22,57.4%,46.4%,1.7%,4.1%,58.3%,59.7%,45.5%,53.8%,49.8%,51.8%,1.08
Finals,2,0,2,0.0%,1-4,20.0%,18-28,39.1%,0-0,-,2,59.1%,20.8%,0.0%,4.6%,51.1%,58.2%,53.1%,55.7%,38.9%,46.5%,0.88
Semi-finals,4,2,2,50.0%,5-6,45.5%,51-57,47.2%,0-0,-,4,47.9%,39.1%,1.2%,5.0%,59.8%,53.4%,43.8%,49.5%,47.4%,48.5%,0.94
Quarter-finals,6,3,3,50.0%,7-8,46.7%,64-74,46.4%,2-1,66.7%,2,69.6%,43.5%,1.4%,3.4%,61.0%,71.9%,42.1%,60.3%,47.5%,54.0%,1.20
vs Righties,11,5,6,45.5%,10-16,38.5%,110-129,46.0%,0-1,0.0%,6,54.0%,42.9%,1.3%,3.8%,59.3%,56.8%,43.6%,51.5%,47.7%,49.6%,0.98
vs Lefties,1,1,0,100.0%,2-0,100.0%,14-10,58.3%,0-0,-,0,,,,,,,,,,,
