Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,24,14,10,58.3%,33-25,56.9%,281-247,53.2%,3-1,75.0%,22,57.4%,46.4%,1.7%,4.1%,58.3%,59.7%,45.5%,53.8%,49.8%,51.8%,1.08,F (2x)
2024,47,19,28,40.4%,48-59,44.9%,472-491,49.0%,3-3,50.0%,0,,,,,,,,,,,,QF (6x)
2023,48,30,18,62.5%,64-45,58.7%,535-463,53.6%,3-5,37.5%,0,,,,,,,,,,,,W (2x)
2022,40,22,18,55.0%,47-44,51.6%,432-427,50.3%,4-2,66.7%,0,,,,,,,,,,,,SF (3x)
2021,41,18,23,43.9%,37-52,41.6%,390-433,47.4%,2-9,18.2%,0,,,,,,,,,,,,F (W15 Antalya)
2020,10,5,5,50.0%,11-5,68.8%,77-54,58.8%,0-0,-,0,,,,,,,,,,,,QF (2x)
2019,16,7,9,43.8%,17-19,47.2%,154-169,47.7%,1-2,33.3%,0,,,,,,,,,,,,QF (W15 Antalya)
2018,10,5,5,50.0%,11-11,50.0%,106-100,51.5%,0-0,-,0,,,,,,,,,,,,SF (Kazan $15K)
2017,6,1,5,16.7%,4-11,26.7%,64-81,44.1%,0-0,-,0,,,,,,,,,,,,R16 (Moscow $15K)
2015,2,1,1,50.0%,2-2,50.0%,19-23,45.2%,1-0,100.0%,0,,,,,,,,,,,,R16 (Moscow $25K)
2013,1,0,1,0.0%,0-2,0.0%,3-12,20.0%,0-0,-,0,,,,,,,,,,,,R32 (Antalya 10K)
Career,245,122,123,49.8%,274-275,49.9%,2533-2500,50.3%,17-22,43.6%,22,57.4%,46.4%,1.7%,4.1%,58.3%,59.7%,45.5%,53.8%,49.8%,51.8%,1.08,
