Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2017 Moscow $15K R32,W vs Rakhimova,1.01,1.21,51.1,2.2,0.0%,60.0%,2.5%,50.0%,56.6%,50.0%
2017 Minsk $15K R32,L vs Kanapatskaya,0.94,0.78,57.9,4.1,2.7%,51.4%,0.0%,47.2%,42.5%,42.1%
2017 Khimki $25K R32,L vs Radanovic,0.82,0.64,45.3,2.4,4.2%,45.8%,0.0%,61.9%,40.0%,32.3%
2015 Moscow $25K R16,L vs Vikhlyantseva,0.90,0.68,43.3,2.6,0.0%,50.0%,0.0%,37.5%,44.4%,40.0%
2017 (3 matches),,0.94,0.90,52.0,2.7,1.9%,53.8%,1.0%,51.5%,47.7%,42.9%
2015 (1 matches),,0.90,0.68,43.3,2.6,0.0%,50.0%,0.0%,37.5%,44.4%,40.0%
Career (4 matches),,0.94,0.85,50.2,2.7,1.4%,52.9%,0.8%,48.1%,47.1%,42.4%
