Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 W25 Taipei R32,W vs Hayashi,1.01,1.44,51.7,2.8,-,54.5%,-,72.7%,55.2%,47.8%
2019 W25 Nonthaburi R16,W vs Momkoonthod,0.87,1.35,61.9,6.0,-,72.5%,-,66.7%,58.0%,35.6%
2019 W60 Fukuoka R32,L vs Ayukawa,0.90,0.82,62.9,2.7,0.0%,57.1%,0.0%,50.0%,37.5%,47.8%
2019 W80 Gifu Q1,W vs Tjandramulia,0.96,0.69,49.0,3.0,0.0%,50.0%,0.0%,47.2%,27.6%,50.0%
2019 W25 Hong Kong R32,W vs Chong,1.13,1.14,78.5,2.5,2.0%,56.0%,2.1%,54.2%,52.0%,38.3%
2019 W25 Kashiwa QF,L vs Snigur,1.04,0.66,51.3,2.9,0.0%,34.6%,4.5%,54.5%,44.4%,26.9%
2019 W25 Kashiwa R32,W vs Lee,1.23,2.07,33.0,2.1,0.0%,60.0%,0.0%,73.9%,53.8%,59.1%
2019 W25 Canberra R16,L vs Rogowska,0.89,0.65,47.6,2.3,0.0%,48.4%,0.0%,60.7%,30.3%,36.7%
2019 W25 Canberra R32,W vs Hives,1.03,1.25,57.8,8.2,0.0%,60.0%,0.0%,62.9%,41.5%,53.1%
2019 W25 Canberra R32,L vs Bains,0.87,0.66,44.5,2.2,3.2%,45.2%,0.0%,44.8%,40.0%,44.4%
2019 W60 Kyoto R16,L vs Imanishi,1.04,0.39,33.8,2.1,0.0%,46.7%,3.6%,50.0%,23.8%,15.0%
2019 W60 Kyoto R32,W vs Kawa,1.07,1.25,60.8,5.0,4.4%,53.3%,2.3%,55.8%,47.6%,59.5%
2019 W25 Jodhpur R16,L vs Al Nabhani,0.94,0.46,34.4,2.0,-,35.0%,-,37.5%,25.0%,38.1%
2019 W25 Jodhpur R32,W vs Meliss,1.19,1.41,52.2,2.3,0.0%,52.9%,0.0%,65.6%,58.1%,37.9%
2019 W25 Hong Kong R32,L vs Kobori,0.89,0.45,33.7,2.0,-,60.0%,-,26.1%,23.8%,33.3%
2019 W25 Hong Kong R32,W vs Lu,1.02,1.18,67.8,2.7,2.4%,57.1%,2.6%,52.6%,61.7%,42.2%
2017 Honolulu R32,L vs Hozumi,1.04,0.65,49.4,3.0,3.8%,30.8%,0.0%,30.4%,44.1%,43.3%
2017 Toyota $60K QF,L vs Buzarnescu,0.94,0.58,40.6,2.1,0.0%,51.6%,0.0%,54.8%,34.5%,23.1%
2017 Toyota $60K R16,W vs Fujiwara,1.08,1.40,56.0,3.4,0.0%,64.9%,0.0%,67.6%,44.1%,43.8%
2017 Tokyo $100K R32,L vs Hozumi,0.89,0.66,45.2,2.0,3.1%,46.9%,3.7%,48.1%,39.4%,39.3%
2019 (16 matches),,1.01,0.97,54.5,2.7,0.9%,53.8%,1.0%,55.5%,44.6%,42.5%
2017 (31 matches),,1.01,1.02,57.7,2.9,0.6%,51.0%,1.5%,53.9%,47.1%,48.8%
2016 (4 matches),,1.08,1.07,59.2,2.9,0.0%,51.9%,0.6%,48.7%,47.0%,51.4%
2015 (2 matches),,1.03,1.33,54.4,2.4,1.5%,55.2%,1.6%,59.0%,44.7%,66.2%
2014 (2 matches),,1.10,1.05,57.9,2.1,0.0%,48.6%,0.0%,47.7%,53.2%,44.8%
Career (57 matches),,1.02,1.02,56.6,2.7,0.7%,52.4%,1.3%,54.1%,46.2%,47.9%
