Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2019 W25 Taipei R32,W vs Hayashi,89% (8/9),100% (4/4),2/2,1/1,78% (7/9),0/0,0/0,- (0/0),- (0/0)
2019 W25 Nonthaburi R16,W vs Momkoonthod,80% (12/15),63% (5/8),3/3,1/1,25% (1/4),0/1,0/0,- (0/0),- (0/0)
2019 W60 Fukuoka R32,L vs Ayukawa,64% (7/11),42% (5/12),1/4,0/0,45% (5/11),2/4,2/3,- (0/0),- (0/0)
2019 W80 Gifu Q1,W vs Tjandramulia,50% (5/10),100% (2/2),0/0,0/0,44% (4/9),3/5,0/1,20% (1/5),40% (2/5)
2019 W25 Hong Kong R32,W vs Chong,60% (9/15),32% (6/19),2/4,1/2,62% (8/13),0/1,0/0,- (0/0),- (0/0)
2019 W25 Kashiwa QF,L vs Snigur,100% (3/3),50% (2/4),0/0,0/0,38% (3/8),0/2,0/1,- (0/0),- (0/0)
2019 W25 Kashiwa R32,W vs Lee,64% (7/11),83% (5/6),2/3,1/2,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2019 W25 Canberra R16,L vs Rogowska,45% (5/11),0% (0/8),0/0,0/0,67% (6/9),1/3,0/1,- (0/0),- (0/0)
2019 W25 Canberra R32,W vs Hives,71% (10/14),44% (7/16),2/4,1/1,43% (3/7),2/3,0/0,- (0/0),- (0/0)
2019 W25 Canberra R32,L vs Bains,36% (4/11),50% (3/6),0/0,0/0,14% (1/7),2/4,2/3,- (0/0),- (0/0)
2019 W60 Kyoto R16,L vs Imanishi,50% (4/8),- (0/0),0/0,0/0,50% (4/8),3/5,1/2,- (0/0),- (0/0)
2019 W60 Kyoto R32,W vs Kawa,62% (8/13),41% (7/17),2/5,1/2,64% (7/11),0/1,0/0,- (0/0),- (0/0)
2019 W25 Jodhpur R16,L vs Al Nabhani,100% (2/2),25% (1/4),0/0,0/0,0% (0/5),1/3,0/1,- (0/0),- (0/0)
2019 W25 Jodhpur R32,W vs Meliss,47% (7/15),45% (5/11),2/7,1/5,67% (4/6),0/0,0/0,- (0/0),- (0/0)
2019 W25 Hong Kong R32,L vs Kobori,33% (2/6),100% (1/1),0/0,0/0,29% (2/7),2/4,0/1,- (0/0),- (0/0)
2019 W25 Hong Kong R32,W vs Lu,78% (7/9),35% (7/20),2/2,1/1,67% (10/15),0/0,0/0,- (0/0),- (0/0)
2017 Honolulu R32,L vs Hozumi,40% (2/5),44% (4/9),0/0,0/0,30% (3/10),0/2,0/1,- (0/0),- (0/0)
2017 Toyota $60K QF,L vs Buzarnescu,63% (5/8),17% (1/6),0/0,0/0,56% (5/9),0/2,0/1,- (0/0),- (0/0)
2017 Toyota $60K R16,W vs Fujiwara,53% (8/15),44% (4/9),2/3,1/2,67% (4/6),1/1,0/0,100% (4/4),75% (3/4)
2017 Tokyo $100K R32,L vs Hozumi,63% (5/8),80% (4/5),0/0,0/0,33% (3/9),4/6,3/4,- (0/0),- (0/0)
2019 (16 matches),,61.3%,43.5%,52.9%,53.3%,50.0%,44.4%,38.5%,20.0%,40.0%
2017 (31 matches),,54.8%,49.7%,50.6%,54.8%,48.8%,50.8%,50.0%,72.0%,57.7%
2016 (4 matches),,48.0%,56.8%,46.2%,28.6%,55.1%,63.6%,0.0%,-,-
2015 (2 matches),,60.9%,60.9%,66.7%,50.0%,56.3%,0.0%,-,-,-
2014 (2 matches),,44.4%,66.7%,50.0%,33.3%,41.2%,33.3%,50.0%,66.7%,16.7%
Career (57 matches),,56.4%,49.2%,52.2%,50.8%,49.7%,49.6%,44.7%,63.9%,48.6%
