Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2025 Charleston R32,L vs Pegula,9.8%,14.6%,29.4%,14.3%,19.0%,22.2%,36.4%,30.0%,0.0%,5.9%,11.8%,37.5%,62.5%,22.2%,0.0%,-61
2023 Roland Garros R64,L vs Sabalenka,20.0%,27.1%,39.3%,22.2%,27.8%,35.7%,57.9%,17.6%,0.0%,17.6%,26.5%,42.9%,42.9%,60.0%,83.3%,-104
2023 Roland Garros R128,W vs Udvardy,12.9%,21.5%,42.0%,15.8%,22.8%,33.3%,36.7%,33.3%,50.0%,8.3%,19.4%,54.5%,35.7%,59.1%,100.0%,-104
2021 BJK Cup Finals RR,L vs Minnen,25.0%,26.7%,33.3%,21.1%,21.1%,33.3%,36.4%,25.0%,33.3%,31.8%,36.4%,33.3%,50.0%,71.4%,100.0%,-104
Last 52 Weeks (1 matches),,9.8%,14.6%,29.4%,14.3%,19.0%,22.2%,36.4%,30.0%,0.0%,5.9%,11.8%,37.5%,62.5%,22.2%,0.0%,-61
Career (4 matches),,17.0%,23.1%,37.5%,18.4%,23.0%,32.3%,41.5%,27.1%,30.8%,15.6%,23.9%,44.6%,45.5%,56.9%,71.4%,-71
