Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
14-Apr-2025,W50 Zephyrhills FL,Clay,F,203,324,Shymanovich d. Caty Mcnally [USA],7-6(2) 6-0,1.00,0.0%,11.4%,65.7%,52.2%,25.0%,0/4,1:46
17-Mar-2025,W50 Vacaria,Clay,F,231,384,Aurora Zantedeschi [ITA] d. Shymanovich,4-6 7-5 7-5,1.00,0.9%,2.7%,58.4%,68.2%,42.6%,6/12,3:12
20-Mar-2023,W25 Palmanova,Clay,F,221,204,(5) Jaqueline Cristian [ROU] d. Shymanovich,6-4 6-0,,,,,,,,
28-Nov-2022,W60 Rio de Janeiro,Clay,F,316,237,Shymanovich d. (6) Irina Khromacheva [RUS],6-2 5-7 6-4,,,,,,,,
26-Sep-2022,W25 Otocec,Clay,F,415,397,Shymanovich d. Miriam Bianca Bulgaru [ROU],6-3 3-6 6-3,,,,,,,,
23-Aug-2021,W25 Almaty,Hard,F,369,360,(4) Shymanovich d. (2) Vera Lapko [BLR],6-3 6-2,,,,,,,,
02-Nov-2020,W15 Sharm El Sheikh,Hard,F,440,,(7) Shymanovich d. (Q) Jessie Aney [USA],6-3 7-5,,,,,,,,
04-Jun-2018,Namangan $25K,Hard,F,518,169,Sabina Sharipova [UZB] d. Shymanovich,6-1 6-1,,,,,,,,
16-Apr-2018,Sharm El Sheikh $15K,Hard,F,576,674,Shymanovich d. Dasha Ivanova [USA],6-2 6-1,,,,,,,,
14-Aug-2017,Moscow $15K,Clay,F,902,495,(SE) Shymanovich d. (4) Yana Sizikova [RUS],6-1 5-7 7-5,,,,,,,,
