Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,9,4,5,44.4%,9-12,42.9%,82-102,44.6%,1-0,100.0%,9,48.9%,39.8%,1.0%,5.2%,56.8%,54.3%,43.0%,49.4%,45.7%,47.4%,0.90,R16 (4x)
2025,47,32,15,68.1%,68-41,62.4%,522-463,53.0%,5-2,71.4%,42,63.5%,42.6%,2.0%,4.6%,57.1%,62.6%,47.9%,56.3%,46.9%,51.5%,1.07,W (W50 Zephyrhills FL)
2024,42,22,20,52.4%,52-44,54.2%,463-454,50.5%,7-4,63.6%,12,61.2%,39.4%,0.6%,4.0%,60.2%,57.7%,49.1%,54.3%,45.8%,50.0%,1.00,SF (2x)
2023,38,23,15,60.5%,51-34,60.0%,426-360,54.2%,4-3,57.1%,6,61.1%,32.7%,1.9%,5.6%,57.8%,61.5%,47.4%,55.6%,44.1%,49.5%,0.99,F (W25 Palmanova)
2022,35,23,12,65.7%,50-34,59.5%,416-350,54.3%,4-3,57.1%,0,,,,,,,,,,,,W (2x)
2021,32,21,11,65.6%,47-27,63.5%,383-291,56.8%,1-5,16.7%,1,44.4%,22.2%,0.0%,0.0%,56.1%,35.1%,65.5%,48.5%,38.0%,44.0%,0.74,W (W25 Almaty)
2020,9,7,2,77.8%,14-5,73.7%,105-74,58.7%,1-0,100.0%,0,,,,,,,,,,,,W (W15 Sharm El Sheikh)
2019,19,12,7,63.2%,28-19,59.6%,225-207,52.1%,2-1,66.7%,0,,,,,,,,,,,,SF (3x)
2018,26,18,8,69.2%,37-23,61.7%,291-262,52.6%,3-0,100.0%,0,,,,,,,,,,,,W (Sharm El Sheikh $15K)
2017,18,16,2,88.9%,33-7,82.5%,229-146,61.1%,2-1,66.7%,0,,,,,,,,,,,,W (3x)
2016,18,15,3,83.3%,30-7,81.1%,201-123,62.0%,4-0,100.0%,0,,,,,,,,,,,,W (2x)
2015,15,7,8,46.7%,13-21,38.2%,141-169,45.5%,0-0,-,0,,,,,,,,,,,,F (Minsk $25K)
2014,18,15,3,83.3%,29-8,78.4%,207-147,58.5%,3-0,100.0%,0,,,,,,,,,,,,W (2x)
2013,28,19,9,67.9%,41-21,66.1%,318-228,58.2%,1-2,33.3%,0,,,,,,,,,,,,W (Sharm El Sheikh 10K)
Career,354,234,120,66.1%,502-303,62.4%,4009-3376,54.3%,38-21,64.4%,70,60.8%,40.6%,1.6%,4.6%,57.7%,60.2%,47.7%,54.9%,46.2%,50.4%,1.03,
