Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,304,185,119,60.9%,385-272,58.6%,3219-2764,53.8%,34-34,50.0%,0,,,,,,,,,,,
Clay,150,80,70,53.3%,175-153,53.4%,1556-1457,51.6%,17-14,54.8%,1,-,-,0.0%,5.7%,64.3%,60.0%,28.0%,48.6%,41.9%,45.5%,0.82
Grass,40,19,21,47.5%,43-45,48.9%,406-396,50.6%,5-4,55.6%,0,,,,,,,,,,,
Carpet,68,34,34,50.0%,69-69,50.0%,639-615,51.0%,10-13,43.5%,0,,,,,,,,,,,
Grand Slams,114,68,46,59.6%,144-110,56.7%,1234-1067,53.6%,11-6,64.7%,1,-,-,0.0%,5.7%,64.3%,60.0%,28.0%,48.6%,41.9%,45.5%,0.82
Premiers,99,58,41,58.6%,133-103,56.4%,1197-1068,52.8%,13-19,40.6%,0,,,,,,,,,,,
Internationals,32,21,11,65.6%,44-26,62.9%,355-287,55.3%,6-1,85.7%,0,,,,,,,,,,,
Finals,10,3,7,30.0%,5-13,27.8%,68-99,40.7%,0-2,0.0%,0,,,,,,,,,,,
Semi-finals,27,10,17,37.0%,21-34,38.2%,231-269,46.2%,4-4,50.0%,0,,,,,,,,,,,
Quarter-finals,74,26,48,35.1%,67-100,40.1%,738-821,47.3%,6-15,28.6%,0,,,,,,,,,,,
vs Righties,429,242,187,56.4%,505-416,54.8%,4403-4002,52.4%,57-47,54.8%,1,-,-,0.0%,5.7%,64.3%,60.0%,28.0%,48.6%,41.9%,45.5%,0.82
vs Lefties,55,32,23,58.2%,71-50,58.7%,599-519,53.6%,4-12,25.0%,0,,,,,,,,,,,
vs Top 10,104,21,83,20.2%,58-162,26.4%,833-1196,41.1%,11-22,33.3%,1,-,-,0.0%,5.7%,64.3%,60.0%,28.0%,48.6%,41.9%,45.5%,0.82
