Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,12,Hard,32,20,12,62.5%,4,2,2,50.0%,1990,2002,QF,0,,,,,,,,,,
Roland Garros,14,Clay,29,15,14,51.7%,3,2,1,66.7%,1990,2004,R16,1,0.82,0.0%,5.7%,64.3%,60.0%,28.0%,48.6%,41.9%,61.5%,42.9%
Wimbledon,11,Grass,25,14,11,56.0%,6,3,3,50.0%,1992,2002,R16,0,,,,,,,,,,
US Open,11,Hard,32,21,11,65.6%,5,5,0,100.0%,1991,2001,QF,0,,,,,,,,,,
Olympics,1,,1,0,1,0.0%,0,0,0,-,2004,2004,R64,0,,,,,,,,,,
Fed Cup,5,,14,8,6,57.1%,2,1,1,50.0%,2001,2002,,0,,,,,,,,,,
Rome,12,Clay,24,11,13,45.8%,4,1,3,25.0%,1991,2004,QF,0,,,,,,,,,,
Paris,11,Carpet,14,3,11,21.4%,2,0,2,0.0%,1996,2004,R16,0,,,,,,,,,,
San Diego,9,Hard,27,18,9,66.7%,4,1,3,25.0%,1993,2001,SF,0,,,,,,,,,,
Strasbourg,9,Clay,23,14,9,60.9%,4,3,1,75.0%,1990,2004,SF,0,,,,,,,,,,
Key Biscayne,8,Hard,18,10,8,55.6%,2,1,1,50.0%,1991,1999,QF,0,,,,,,,,,,
Filderstadt,7,Hard,20,14,6,70.0%,6,2,4,33.3%,1991,2001,W,0,,,,,,,,,,
