Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2013,6,1,5,16.7%,2-11,15.4%,49-76,39.2%,0-2,0.0%,0,,,,,,,,,,,,R16 (Andrezieux Boutheon 25K)
2012,36,23,13,63.9%,49-32,60.5%,403-329,55.1%,2-2,50.0%,0,,,,,,,,,,,,W (2x)
2011,34,18,16,52.9%,40-37,51.9%,364-355,50.6%,6-5,54.5%,0,,,,,,,,,,,,W (Perigueux 25K)
2010,26,13,13,50.0%,27-28,49.1%,255-266,48.9%,3-5,37.5%,0,,,,,,,,,,,,SF (Jersey 25K)
2009,16,10,6,62.5%,22-15,59.5%,196-178,52.4%,3-3,50.0%,0,,,,,,,,,,,,F (Saguenay 50K)
2008,27,17,10,63.0%,35-27,56.5%,296-273,52.0%,5-4,55.6%,0,,,,,,,,,,,,F (2x)
2007,5,2,3,40.0%,7-6,53.8%,70-67,51.1%,1-3,25.0%,0,,,,,,,,,,,,R16 (2x)
2006,11,6,5,54.5%,12-13,48.0%,116-120,49.2%,2-1,66.7%,0,,,,,,,,,,,,F (Marseille 50K)
2005,15,9,6,60.0%,22-13,62.9%,178-165,51.9%,4-2,66.7%,0,,,,,,,,,,,,F (Louisville KY 50K)
2004,15,11,4,73.3%,23-9,71.9%,171-142,54.6%,4-0,100.0%,0,,,,,,,,,,,,W (Cagnes sur Mer 75K)
2003,49,31,18,63.3%,67-39,63.2%,536-434,55.3%,6-3,66.7%,0,,,,,,,,,,,,W (2x)
2002,38,21,17,55.3%,46-41,52.9%,407-377,51.9%,3-4,42.9%,0,,,,,,,,,,,,F (St Raphael 25K)
2001,29,19,10,65.5%,39-25,60.9%,331-273,54.8%,4-4,50.0%,0,,,,,,,,,,,,W (2x)
2000,14,8,6,57.1%,16-12,57.1%,129-111,53.8%,0-0,-,0,,,,,,,,,,,,F (Lerida 10K)
1999,11,5,6,45.5%,10-11,47.6%,85-90,48.6%,1-2,33.3%,0,,,,,,,,,,,,QF (Le Havre 10K)
1998,1,0,1,0.0%,0-2,0.0%,8-12,40.0%,0-0,-,0,,,,,,,,,,,,R32 (Saint Gaudens 10K)
1997,1,0,1,0.0%,1-1,50.0%,9-10,47.4%,0-0,-,0,,,,,,,,,,,,R32 (St Raphael 10K)
Career,334,194,140,58.1%,418-322,56.5%,3603-3278,52.4%,44-40,52.4%,0,,,,,,,,,,,,
