Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,82,33,49,40.2%,73-107,40.6%,803-903,47.1%,12-12,50.0%,34,-,-,5.3%,3.8%,56.0%,62.6%,44.0%,54.4%,40.7%,47.5%,0.89
Clay,28,7,21,25.0%,20-43,31.7%,258-331,43.8%,2-4,33.3%,18,-,-,2.4%,3.6%,57.4%,58.2%,43.2%,51.8%,42.2%,47.0%,0.88
Grass,17,6,11,35.3%,15-23,39.5%,156-198,44.1%,2-1,66.7%,15,-,-,6.0%,3.2%,56.4%,63.3%,44.8%,55.2%,36.6%,46.2%,0.82
Carpet,5,1,4,20.0%,2-8,20.0%,33-52,38.8%,0-1,0.0%,4,-,-,5.7%,4.0%,53.3%,62.8%,35.8%,50.2%,40.2%,45.4%,0.81
Grand Slams,37,14,23,37.8%,33-49,40.2%,349-410,46.0%,4-2,66.7%,32,-,-,4.5%,3.5%,56.5%,62.1%,45.0%,54.7%,40.7%,47.7%,0.90
Premiers,25,6,19,24.0%,14-36,28.0%,190-264,41.9%,2-4,33.3%,17,-,-,4.6%,4.3%,55.1%,59.5%,39.6%,50.5%,39.4%,44.8%,0.80
Internationals,66,27,39,40.9%,63-89,41.4%,692-767,47.4%,10-12,45.5%,22,-,-,5.2%,3.3%,56.7%,62.2%,44.0%,54.3%,40.0%,47.3%,0.88
Semi-finals,2,0,2,0.0%,1-4,20.0%,16-27,37.2%,0-0,-,0,,,,,,,,,,,
Quarter-finals,7,2,5,28.6%,4-11,26.7%,63-81,43.8%,1-1,50.0%,1,-,-,5.9%,1.5%,44.1%,63.3%,36.8%,48.5%,37.0%,43.4%,0.72
vs Righties,118,43,75,36.4%,101-162,38.4%,1132-1332,45.9%,13-16,44.8%,65,-,-,4.9%,3.6%,56.4%,61.7%,43.9%,53.9%,39.9%,47.0%,0.87
vs Lefties,9,2,7,22.2%,4-15,21.1%,76-110,40.9%,2-1,66.7%,5,-,-,3.9%,3.2%,54.4%,60.1%,38.3%,50.2%,40.9%,45.1%,0.82
vs Top 10,11,1,10,9.1%,3-20,13.0%,72-131,35.5%,0-1,0.0%,9,-,-,3.3%,3.5%,53.4%,58.2%,36.6%,48.1%,38.0%,43.1%,0.73
