Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,8,Hard,11,3,8,27.3%,1,0,1,0.0%,2004,2011,R64,7,0.89,5.8%,5.8%,54.1%,63.5%,47.1%,56.0%,39.1%,46.2%,38.2%
Roland Garros,11,Clay,14,3,11,21.4%,0,0,0,-,2002,2013,R64,10,0.83,1.9%,3.0%,54.9%,57.5%,41.2%,50.1%,41.2%,51.5%,40.8%
Wimbledon,8,Grass,26,17,9,65.4%,4,3,1,75.0%,2003,2010,QF,10,0.88,5.3%,3.5%,56.1%,63.0%,45.1%,55.1%,39.4%,57.3%,39.4%
US Open,8,Hard,18,10,8,55.6%,5,3,2,60.0%,2003,2010,R16,11,0.99,5.3%,2.9%,58.4%,63.8%,47.9%,57.2%,42.5%,58.0%,39.8%
Fed Cup,1,,1,0,1,0.0%,0,0,0,-,2005,2005,,0,,,,,,,,,,
Paris,7,Carpet,18,10,8,55.6%,6,3,3,50.0%,2004,2012,R32,3,0.77,5.6%,2.6%,53.6%,61.0%,38.5%,50.5%,38.1%,22.2%,21.7%
Quebec City,6,Hard,12,6,6,50.0%,3,1,2,33.3%,2005,2010,SF,3,0.93,2.6%,7.3%,55.2%,59.4%,51.2%,55.7%,41.3%,71.4%,36.8%
Indian Wells,6,Hard,11,5,6,45.5%,9,4,5,44.4%,2004,2009,R32,3,0.95,5.8%,2.3%,51.5%,62.5%,45.8%,54.4%,43.2%,47.1%,30.0%
Miami,5,Hard,6,1,5,16.7%,0,0,0,-,2004,2009,R64,1,0.79,4.5%,1.5%,53.7%,55.6%,51.6%,53.7%,36.5%,58.3%,75.0%
Strasbourg,4,Clay,8,4,4,50.0%,2,0,2,0.0%,2002,2006,R16,0,,,,,,,,,,
Hobart,4,Hard,7,3,4,42.9%,0,0,0,-,2006,2010,R16,3,0.87,5.2%,0.9%,55.9%,58.0%,43.6%,51.6%,42.1%,58.1%,52.9%
