Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
2012,246,228,,,,,,,,,141,543,,
2011,265,210,,,,,,,,,350,171,,
2010,209,286,181,1501,184,1465,164,1478,133,1490,370,148,,
2009,151,380,128,1629,125,1589,117,1577,101,1545,,,,
2008,96,366,97,1682,103,1623,95,1607,67,1611,,,,
2007,102,341,149,1586,137,1558,161,1495,85,1563,,,,
2006,40,521,62,1750,65,1693,77,1635,40,1678,,,,
2005,102,351,112,1648,111,1603,107,1591,107,1524,,,,
2004,98,375,98,1695,92,1656,92,1629,114,1519,,,,
2003,139,234,172,1495,179,1424,166,1467,156,1449,,,,
2002,241,113,,,,,,,,,,,,
2001,349,49,,,,,,,,,,,,
2000,480,24,,,,,,,,,,,,
1999,575,13,,,,,,,,,,,,
