Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),169,424,144,1643,146,1594,123,1599,117,1546,242,333,,
2025,131,557,119,1682,118,1635,113,1619,106,1565,177,437
2024,53,1047,89,1714,108,1653,84,1659,93,1585,417,160
2023,80,873,92,1691,100,1632,89,1628,103,1543,,
2022,90,682,130,1621,141,1553,109,1585,95,1541,,
2021,117,639,208,1488,202,1440,176,1477,169,1423,,
2020,139,555,134,1572,129,1539,129,1513,,,,
2019,148,416,177,1567,170,1536,181,1491,131,1501,,
2018,156,371,182,1528,192,1460,172,1467,131,1491,,
2017,145,400,154,1554,146,1533,142,1498,148,1429,,
2016,155,367,,,,,,,,,421,114
2015,495,56,,,,,,,,,657,49
2014,311,117,,,,,,,,,307,163
2013,409,101,,,,,,,,,359,167
2012,488,63,,,,,,,,,1097,11
2011,662,35,,,,,,,,,1077,13
2010,845,16,,,,,,,,,,
2009,893,12,,,,,,,,,,
