Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,90,30,60,33.3%,72-128,36.0%,817-1036,44.1%,8-13,38.1%,87,54.4%,34.8%,1.8%,4.6%,65.5%,57.5%,41.1%,51.8%,43.9%,47.7%,0.91
Clay,60,22,38,36.7%,58-80,42.0%,612-695,46.8%,8-5,61.5%,60,53.5%,40.2%,1.1%,4.3%,67.2%,56.0%,42.8%,51.7%,45.8%,48.7%,0.95
Grass,24,9,15,37.5%,22-35,38.6%,235-294,44.4%,5-5,50.0%,24,63.6%,26.0%,2.7%,3.3%,63.6%,59.5%,47.8%,55.3%,39.9%,47.8%,0.89
Grand Slams,24,6,18,25.0%,17-38,30.9%,207-300,40.8%,4-2,66.7%,24,53.8%,27.5%,1.6%,4.4%,66.2%,55.8%,43.2%,51.5%,40.8%,46.2%,0.84
Premiers,29,11,18,37.9%,24-41,36.9%,262-331,44.2%,3-4,42.9%,28,60.8%,29.4%,2.2%,3.3%,64.1%,58.8%,45.9%,54.2%,41.6%,47.7%,0.91
Internationals,73,24,49,32.9%,65-104,38.5%,733-864,45.9%,8-9,47.1%,73,53.5%,38.3%,1.5%,4.4%,67.0%,56.6%,41.8%,51.7%,45.1%,48.4%,0.93
Semi-finals,4,0,4,0.0%,1-8,11.1%,35-58,37.6%,1-2,33.3%,4,47.7%,28.3%,1.0%,4.8%,59.4%,52.4%,46.1%,49.8%,40.5%,45.1%,0.81
Quarter-finals,10,4,6,40.0%,10-15,40.0%,107-127,45.7%,1-1,50.0%,10,53.9%,37.6%,1.2%,4.4%,68.0%,56.9%,41.6%,52.0%,45.7%,48.9%,0.95
vs Righties,154,51,103,33.1%,132-221,37.4%,1474-1828,44.6%,20-21,48.8%,151,54.9%,35.1%,1.6%,4.4%,65.9%,56.9%,42.8%,52.1%,43.9%,47.9%,0.92
vs Lefties,16,8,8,50.0%,15-18,45.5%,144-155,48.2%,0-1,0.0%,16,60.1%,37.7%,2.0%,4.2%,65.4%,59.5%,41.6%,53.3%,45.2%,49.1%,0.97
vs Top 10,12,0,12,0.0%,1-24,4.0%,63-151,29.4%,0-1,0.0%,11,40.0%,15.6%,1.1%,5.5%,63.2%,51.9%,36.2%,46.1%,35.2%,40.8%,0.65
