Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2025 Hamburg QF,L vs Boisson,0.84,0.58,41.0,2.4,0.0%,50.0%,0.0%,48.0%,25.0%,45.5%
2025 s Hertogenbosch R32,L vs Mertens,1.04,0.65,48.1,2.9,3.8%,46.2%,0.0%,37.5%,39.1%,33.3%
2025 Madrid R128,L vs Eala,1.01,0.69,47.5,2.5,0.0%,38.5%,0.0%,34.6%,43.8%,43.3%
2025 Australian Open R128,L vs Kasatkina,1.06,0.60,47.9,2.4,0.0%,36.0%,0.0%,56.5%,30.8%,30.8%
2024 Tokyo R32,W vs Kudermetova,1.01,1.34,55.6,3.0,2.8%,75.0%,0.0%,53.1%,51.2%,42.9%
2024 Osaka R32,L vs Lamens,0.90,0.52,39.4,2.1,3.8%,57.7%,0.0%,40.0%,29.6%,29.2%
2024 Beijing R64,L vs Badosa,0.99,0.68,51.0,2.3,0.0%,46.2%,0.0%,48.0%,28.1%,45.2%
2024 US Open R128,L vs Alexandrova,1.15,0.87,85.7,4.4,2.0%,50.0%,2.3%,50.0%,43.6%,31.4%
2024 Paris Olympics R32,L vs Navarro,1.11,0.87,65.9,5.9,0.0%,38.7%,0.0%,61.7%,41.9%,36.6%
2024 Prague R32,W vs Jamrichova,1.15,1.26,56.6,3.0,5.0%,52.5%,5.6%,72.2%,42.4%,41.4%
2024 Wimbledon R128,L vs Wang,0.94,0.79,56.8,3.0,0.0%,63.3%,2.2%,46.7%,38.1%,37.8%
2024 Charleston R32,L vs Sakkari,1.03,0.61,48.5,2.9,2.9%,52.9%,3.1%,46.9%,21.4%,39.1%
2024 Hobart QF,L vs Navarro,0.92,0.78,49.9,4.0,0.0%,45.7%,2.4%,53.7%,47.1%,38.6%
2023 US Open R128,L vs Stearns,0.91,0.73,54.8,2.2,0.0%,51.6%,0.0%,34.5%,44.4%,47.1%
2023 Wimbledon R64,L vs Boulter,0.93,0.77,57.3,2.1,2.3%,55.8%,5.0%,55.0%,39.5%,34.3%
2023 Wimbledon R128,W vs Pera,1.00,1.14,76.0,4.6,6.3%,60.4%,0.0%,54.8%,59.1%,36.5%
2023 Roland Garros R128,L vs Alexandrova,0.96,0.77,48.6,2.7,0.0%,40.5%,0.0%,48.5%,52.4%,35.9%
2022 Wimbledon R64,L vs Sakkari,0.87,0.68,47.4,2.4,2.9%,42.9%,0.0%,67.7%,41.4%,29.6%
2022 Wimbledon R128,W vs Saville,1.16,1.12,72.2,2.2,0.0%,54.5%,3.0%,63.6%,38.9%,40.4%
2021 US Open R128,L vs Davis,0.84,0.78,56.1,3.0,5.4%,56.8%,2.9%,61.8%,28.6%,48.6%
2025 (4 matches),,0.98,0.64,46.2,2.5,1.0%,42.7%,0.0%,43.9%,35.2%,38.4%
2024 (9 matches),,1.02,0.85,58.8,3.1,1.6%,52.6%,1.8%,53.5%,39.8%,37.9%
2023 (4 matches),,0.96,0.87,61.0,2.6,2.5%,52.8%,1.4%,49.3%,50.5%,38.0%
2022 (2 matches),,1.06,0.95,63.8,2.3,1.0%,50.5%,2.1%,64.9%,39.8%,36.7%
2021 (1 matches),,0.84,0.78,56.1,3.0,5.4%,56.8%,2.9%,61.8%,28.6%,48.6%
Career (187 matches),,1.02,1.07,56.6,2.6,1.2%,54.5%,0.8%,53.9%,48.6%,48.0%
