Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2025 Hamburg QF,L vs Boisson,10,17,0.6,10.3%,17.5%,10,15,0.7,11.5%,17.2%,5.7%,5.7%,0.9,21.6%,24.7%
2025 s Hertogenbosch R32,L vs Mertens,8,15,0.5,8.5%,16.0%,7,15,0.5,8.0%,17.0%,0.0%,8.0%,1.0,12.8%,12.8%
2025 Madrid R128,L vs Eala,7,19,0.4,6.1%,16.7%,7,16,0.4,6.4%,14.7%,3.7%,2.8%,1.2,23.7%,20.2%
2025 Australian Open R128,L vs Kasatkina,12,24,0.5,12.0%,24.0%,12,19,0.6,12.9%,20.4%,7.5%,5.4%,1.2,22.0%,18.0%
2024 Tokyo R32,W vs Kudermetova,20,12,1.7,13.2%,7.9%,19,10,1.9,12.9%,6.8%,6.1%,6.8%,0.6,15.9%,25.8%
2024 Osaka R32,L vs Lamens,10,26,0.4,9.8%,25.5%,9,21,0.4,10.0%,23.3%,5.6%,3.3%,1.4,21.6%,15.7%
2024 Beijing R64,L vs Badosa,9,22,0.4,7.9%,19.3%,9,20,0.5,8.5%,18.9%,4.7%,3.8%,1.1,22.8%,20.2%
2024 US Open R128,L vs Alexandrova,7,19,0.4,3.5%,9.5%,5,16,0.3,2.7%,8.7%,0.0%,2.2%,1.1,26.0%,23.0%
2024 Paris Olympics R32,L vs Navarro,21,32,0.7,10.2%,15.5%,21,27,0.8,10.7%,13.7%,5.6%,5.1%,0.9,19.4%,21.8%
2024 Prague R32,W vs Jamrichova,15,26,0.6,10.9%,18.8%,11,22,0.5,9.2%,18.5%,5.9%,3.4%,0.7,18.8%,25.4%
2024 Wimbledon R128,L vs Wang,10,31,0.3,5.8%,17.9%,9,27,0.3,5.7%,17.0%,3.8%,1.9%,0.7,16.8%,23.1%
2024 Charleston R32,L vs Sakkari,12,26,0.5,10.3%,22.2%,10,24,0.4,9.2%,22.0%,4.6%,4.6%,1.1,22.2%,20.5%
2024 Hobart QF,L vs Navarro,19,23,0.8,10.6%,12.8%,18,22,0.8,10.4%,12.7%,2.9%,6.9%,1.4,25.0%,17.8%
2023 US Open R128,L vs Stearns,14,15,0.9,10.8%,11.5%,14,12,1.2,11.6%,9.9%,6.6%,5.0%,1.1,26.9%,23.8%
2023 Wimbledon R64,L vs Boulter,16,15,1.1,10.3%,9.6%,13,13,1.0,9.0%,9.0%,6.2%,2.1%,1.0,23.7%,24.4%
2023 Wimbledon R128,W vs Pera,17,35,0.5,7.8%,16.0%,14,28,0.5,7.2%,14.4%,3.6%,3.6%,0.6,17.4%,30.6%
2023 Roland Garros R128,L vs Alexandrova,8,25,0.3,5.3%,16.6%,8,19,0.4,5.8%,13.7%,2.9%,2.9%,1.1,24.5%,23.2%
2022 Wimbledon R64,L vs Sakkari,11,15,0.7,9.0%,12.3%,10,12,0.8,9.0%,10.8%,3.6%,5.4%,0.8,18.0%,22.1%
2022 Wimbledon R128,W vs Saville,26,34,0.8,10.9%,14.3%,24,31,0.8,11.0%,14.2%,4.6%,6.4%,1.0,22.7%,23.1%
2021 US Open R128,L vs Davis,12,35,0.3,8.0%,23.3%,9,33,0.3,6.4%,23.4%,3.5%,2.8%,0.5,17.3%,36.0%
Career (25 matches),,338,553,0.6,9.4%,15.3%,309,478,0.6,9.3%,14.3%,4.5%,4.6%,0.9,20.2%,23.4%
