Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2006,3,1,2,33.3%,2-4,33.3%,22-32,40.7%,0-0,-,0,,,,,,,,,,,,R16 (College Park MD 75K)
2003,6,4,2,66.7%,8-6,57.1%,59-53,52.7%,0-0,-,0,,,,,,,,,,,,F (St Paul MN 50K)
2002,18,8,10,44.4%,20-23,46.5%,211-201,51.2%,1-5,16.7%,0,,,,,,,,,,,,QF (Dothan AL 75K)
2001,10,6,4,60.0%,14-10,58.3%,120-104,53.6%,2-0,100.0%,0,,,,,,,,,,,,SF (Hattiesburg 50K)
2000,11,6,5,54.5%,14-12,53.8%,117-119,49.6%,2-1,66.7%,0,,,,,,,,,,,,F (Albuquerque 50K)
1999,11,7,4,63.6%,13-10,56.5%,101-94,51.8%,1-2,33.3%,0,,,,,,,,,,,,F (Albuquerque 50K)
1997,16,10,6,62.5%,24-12,66.7%,172-121,58.7%,2-2,50.0%,0,,,,,,,,,,,,W (Peachtree 50K)
1996,22,15,7,68.2%,28-16,63.6%,214-177,54.7%,3-2,60.0%,0,,,,,,,,,,,,F (Puerto Vallarta 25K)
1995,5,5,0,100.0%,10-2,83.3%,69-43,61.6%,0-0,-,0,,,,,,,,,,,,W (ITF Brasilia)
1994,10,5,5,50.0%,11-11,50.0%,92-96,48.9%,0-0,-,0,,,,,,,,,,,,QF (ITF Fayetteville)
1993,24,20,4,83.3%,42-16,72.4%,312-207,60.1%,2-2,50.0%,0,,,,,,,,,,,,W (3x)
1992,11,8,3,72.7%,16-5,76.2%,114-73,61.0%,2-0,100.0%,0,,,,,,,,,,,,SF (2x)
1991,13,8,5,61.5%,16-13,55.2%,129-124,51.0%,1-0,100.0%,0,,,,,,,,,,,,F (ITF Sanibel Island)
1990,14,9,5,64.3%,18-10,64.3%,140-102,57.9%,3-1,75.0%,0,,,,,,,,,,,,W (ITF Aguascalientes)
1989,15,10,5,66.7%,19-12,61.3%,138-129,51.7%,2-0,100.0%,0,,,,,,,,,,,,W (ITF Guadalajara)
1988,14,6,8,42.9%,11-17,39.3%,111-143,43.7%,1-0,100.0%,0,,,,,,,,,,,,QF (ITF Guadalajara)
Career,203,128,75,63.1%,266-179,59.8%,2121-1818,53.8%,22-15,59.5%,0,,,,,,,,,,,,
