Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,150,61,89,40.7%,136-194,41.2%,1369-1582,46.4%,14-12,53.8%,13,-,-,0.7%,8.1%,59.8%,53.9%,42.1%,49.2%,45.7%,47.5%,0.90
Clay,68,26,42,38.2%,59-88,40.1%,615-707,46.5%,5-7,41.7%,7,-,-,1.7%,11.1%,59.1%,56.6%,31.4%,46.2%,44.4%,45.3%,0.83
Grass,36,16,20,44.4%,37-47,44.0%,370-412,47.3%,3-2,60.0%,3,-,-,0.4%,4.4%,69.4%,54.3%,45.5%,51.6%,37.3%,44.8%,0.77
Carpet,33,15,18,45.5%,34-37,47.9%,292-315,48.1%,2-3,40.0%,0,,,,,,,,,,,
Grand Slams,52,19,33,36.5%,44-73,37.6%,468-587,44.4%,6-2,75.0%,13,-,-,0.8%,8.8%,59.3%,53.1%,37.5%,46.7%,45.4%,46.1%,0.85
Premiers,67,28,39,41.8%,63-82,43.4%,619-692,47.2%,7-6,53.8%,6,-,-,1.7%,8.7%,60.7%,59.5%,45.6%,54.0%,46.6%,50.1%,1.01
Internationals,56,21,35,37.5%,46-79,36.8%,509-625,44.9%,5-7,41.7%,4,-,-,0.3%,6.4%,67.2%,53.7%,38.8%,48.8%,36.2%,42.8%,0.71
Semi-finals,6,0,6,0.0%,0-12,0.0%,35-72,32.7%,0-0,-,0,,,,,,,,,,,
Quarter-finals,10,6,4,60.0%,13-9,59.1%,102-88,53.7%,0-1,0.0%,0,,,,,,,,,,,
vs Righties,231,85,146,36.8%,197-313,38.6%,2071-2505,45.3%,20-19,51.3%,20,-,-,1.0%,8.4%,61.4%,54.3%,39.6%,48.6%,44.9%,46.8%,0.87
vs Lefties,20,8,12,40.0%,17-26,39.5%,182-216,45.7%,1-4,20.0%,2,-,-,0.5%,5.9%,61.0%,57.9%,46.6%,53.5%,40.6%,47.7%,0.87
vs Top 10,29,2,27,6.9%,7-54,11.5%,177-351,33.5%,1-2,33.3%,3,-,-,0.6%,8.0%,63.2%,54.5%,35.9%,47.7%,35.3%,42.3%,0.68
