Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,21,Hard,118,103,15,87.3%,57,39,18,68.4%,2000,2020,W,117,1.36,10.7%,2.4%,62.5%,77.5%,56.5%,69.6%,41.2%,66.4%,42.3%
Roland Garros,19,Clay,91,73,18,80.2%,46,31,15,67.4%,1999,2021,W,90,1.27,7.4%,1.9%,62.5%,74.8%,56.3%,67.8%,40.9%,65.2%,39.0%
Wimbledon,22,Grass,120,106,14,88.3%,80,57,23,71.3%,1999,2021,W,119,1.45,12.6%,1.6%,65.4%,79.7%,60.7%,73.1%,38.8%,73.4%,41.9%
US Open,19,Hard,105,91,14,86.7%,43,25,18,58.1%,2000,2019,W,103,1.37,11.1%,2.8%,62.0%,78.1%,56.0%,69.7%,41.4%,67.8%,43.0%
Olympics,4,,18,13,5,72.2%,8,6,2,75.0%,2000,2012,F,10,1.15,10.3%,1.3%,63.8%,75.6%,55.5%,68.3%,36.4%,63.4%,32.5%
Davis Cup,15,,48,40,8,83.3%,25,17,8,68.0%,1999,2015,,0,,,,,,,,,,
Basel,19,Hard,85,76,9,89.4%,32,24,8,75.0%,1998,2019,W,83,1.38,11.6%,2.6%,61.8%,79.6%,58.8%,71.6%,39.1%,65.6%,41.2%
Indian Wells Masters,18,Hard,82,69,13,84.1%,28,19,9,67.9%,2001,2019,W,79,1.33,9.1%,2.7%,60.6%,77.5%,57.4%,69.5%,40.6%,66.5%,43.4%
Halle,18,Grass,78,70,8,89.7%,48,31,17,64.6%,2000,2021,W,77,1.35,11.4%,2.2%,66.1%,79.7%,57.3%,72.1%,37.7%,70.4%,39.7%
Miami Masters,18,Hard,70,56,14,80.0%,35,22,13,62.9%,1999,2019,W,70,1.31,9.8%,3.0%,60.7%,77.3%,58.2%,69.8%,39.5%,65.6%,40.6%
Cincinnati Masters,17,Hard,58,48,10,82.8%,29,17,12,58.6%,2000,2019,W,57,1.31,11.9%,2.8%,61.7%,79.1%,57.7%,70.9%,38.1%,66.8%,36.9%
Rome Masters,17,Clay,51,34,17,66.7%,26,14,12,53.8%,2000,2019,F,50,1.19,7.2%,2.1%,58.7%,75.2%,55.6%,67.1%,39.1%,64.6%,37.5%
Dubai,14,Hard,59,53,6,89.8%,21,14,7,66.7%,2002,2019,W,59,1.33,9.3%,2.3%,62.1%,77.2%,57.5%,69.8%,40.3%,69.7%,42.2%
Monte Carlo Masters,13,Clay,43,30,13,69.8%,15,9,6,60.0%,1999,2016,F,42,1.17,5.0%,2.1%,60.0%,71.5%,53.2%,64.2%,41.8%,65.1%,45.1%
Paris Masters,13,Hard,36,24,12,66.7%,23,10,13,43.5%,2000,2018,W,34,1.24,11.4%,1.9%,63.0%,80.6%,55.7%,71.4%,35.5%,74.4%,41.6%
Madrid Masters,12,Clay,46,37,9,80.4%,21,15,6,71.4%,2002,2019,W,42,1.31,11.2%,1.6%,63.5%,78.2%,58.1%,70.8%,38.3%,72.3%,36.8%
Canada Masters,12,Hard,45,35,10,77.8%,24,14,10,58.3%,2000,2017,W,45,1.23,10.4%,2.7%,60.9%,77.7%,55.5%,69.0%,38.0%,71.0%,40.1%
Tour Finals,10,Hard,45,32,13,71.1%,17,11,6,64.7%,2009,2019,W,44,1.26,9.1%,2.3%,60.8%,77.9%,56.2%,69.4%,38.6%,59.6%,42.8%
