Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2021 Wimbledon R16,W vs Sonego,71.3%,57.1%,0.9%,0/1,1.84,31.3%,67.2%,51.1%,0.0%,1.69,57.7%,82.1%,65.6%,2.6%,2.02,0.0%
2021 Wimbledon R32,W vs Norrie,67.4%,49.4%,3.0%,1/3,2.20,17.6%,64.4%,50.0%,3.4%,2.29,27.3%,86.8%,48.5%,2.6%,2.06,0.0%
2021 Wimbledon R64,W vs Gasquet,67.4%,56.3%,3.2%,2/1,1.88,29.0%,64.2%,50.0%,1.9%,1.89,36.1%,75.0%,63.3%,5.0%,1.87,19.2%
2021 Wimbledon QF,L vs Hurkacz,62.5%,43.6%,5.7%,3/2,1.86,20.3%,48.1%,44.0%,5.8%,1.82,31.0%,90.9%,43.3%,6.1%,1.91,3.7%
2021 Wimbledon R128,W vs Mannarino,70.0%,45.1%,4.6%,2/4,2.00,7.9%,63.9%,37.7%,4.8%,1.98,12.5%,92.7%,55.3%,4.9%,2.03,2.8%
2021 Roland Garros R32,W vs Koepfer,76.4%,43.9%,6.8%,5/6,2.11,8.9%,75.8%,45.8%,4.2%,2.10,14.7%,82.3%,41.2%,11.3%,2.12,0.0%
2021 Roland Garros R64,W vs Cilic,61.7%,52.7%,6.7%,5/3,1.93,8.7%,54.5%,45.2%,5.2%,1.88,13.3%,86.5%,62.5%,10.8%,2.04,0.0%
2021 Roland Garros R128,W vs Istomin,71.3%,54.8%,0.0%,0/0,1.83,9.5%,77.0%,53.2%,0.0%,1.68,16.0%,68.2%,60.0%,0.0%,2.06,0.0%
2021 Doha R16,W vs Evans,68.3%,46.4%,3.3%,3/1,2.34,58.2%,62.8%,38.8%,2.6%,2.33,55.1%,83.3%,57.1%,4.8%,2.35,63.3%
2020 Australian Open SF,L vs Djokovic,69.6%,45.1%,7.8%,5/3,2.29,11.3%,63.0%,43.5%,9.6%,2.21,15.9%,89.3%,48.0%,3.6%,2.42,3.7%
2020 Australian Open QF,W vs Sandgren,62.0%,47.3%,4.7%,4/3,1.83,26.7%,51.5%,40.0%,4.1%,1.70,42.3%,89.6%,55.8%,6.3%,2.03,2.2%
2020 Australian Open R16,W vs Fucsovics,80.9%,54.2%,5.6%,4/1,2.09,10.5%,70.5%,61.3%,6.8%,2.24,16.0%,93.2%,48.8%,4.5%,1.91,2.8%
2020 Australian Open R32,W vs Millman,69.3%,47.3%,1.6%,1/2,2.13,7.1%,66.9%,48.1%,1.7%,2.11,11.6%,77.6%,46.2%,1.5%,2.17,0.0%
2020 Australian Open R128,W vs Johnson,69.9%,62.7%,4.1%,3/0,2.10,27.8%,71.7%,60.6%,6.5%,2.03,33.3%,72.0%,66.7%,0.0%,2.25,16.7%
2019 Tour Finals SF,L vs Tsitsipas,67.4%,53.3%,3.4%,1/2,1.96,11.8%,62.5%,57.1%,3.6%,1.97,25.0%,83.3%,48.0%,3.3%,1.94,0.0%
2019 Tour Finals RR,W vs Djokovic,80.6%,52.0%,4.8%,2/1,1.84,10.5%,80.4%,54.1%,4.3%,1.85,15.4%,100.0%,46.2%,7.7%,1.83,0.0%
2019 Tour Finals RR,W vs Berrettini,73.0%,45.7%,3.2%,0/2,1.72,20.5%,65.9%,44.8%,2.3%,1.72,26.1%,94.4%,47.1%,5.6%,1.72,12.5%
2019 Tour Finals RR,L vs Thiem,70.4%,49.1%,6.2%,4/1,2.28,25.6%,70.6%,50.0%,7.8%,2.00,37.9%,72.4%,47.6%,3.4%,2.79,0.0%
2019 Basel F,W vs De Minaur,89.1%,51.2%,4.3%,0/2,2.18,0.0%,90.0%,51.9%,0.0%,1.93,0.0%,93.3%,50.0%,13.3%,2.53,0.0%
2019 Basel SF,W vs Tsitsipas,69.2%,42.2%,6.2%,2/2,2.31,21.9%,62.8%,40.7%,7.0%,2.00,43.8%,94.7%,44.4%,5.3%,2.56,0.0%
Career (776 matches),,69.3%,51.3%,3.9%,50.8%,2.07,17.1%,65.7%,48.7%,3.0%,2.01,24.8%,83.4%,54.8%,5.9%,2.15,7.4%
