Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2021 Wimbledon R16,W vs Sonego,37.2%,52.6%,58.3%,44.0%,44.7%,59.6%,61.5%,56.0%,36.4%,40.0%,100.0%,26.7%,43.3%,54.5%,-30
2021 Wimbledon R32,W vs Norrie,38.6%,56.1%,52.9%,48.8%,39.5%,60.5%,56.5%,54.7%,59.5%,41.0%,0.0%,36.8%,47.4%,45.8%,-79
2021 Wimbledon R64,W vs Gasquet,34.7%,54.7%,61.3%,45.1%,42.9%,68.3%,72.2%,58.4%,56.7%,48.5%,66.7%,18.8%,28.1%,46.2%,-79
2021 Wimbledon QF,L vs Hurkacz,22.6%,43.0%,43.5%,34.1%,31.1%,52.5%,52.4%,48.7%,39.3%,54.5%,37.5%,6.9%,27.6%,29.6%,-49
2021 Wimbledon R128,W vs Mannarino,29.5%,41.1%,57.9%,36.2%,41.2%,54.4%,55.0%,52.2%,37.1%,54.5%,100.0%,12.2%,22.0%,61.1%,7
2021 Roland Garros R32,W vs Koepfer,20.3%,35.4%,55.6%,28.6%,25.0%,43.0%,57.3%,38.2%,53.5%,38.6%,33.3%,12.5%,23.2%,53.1%,-53
2021 Roland Garros R64,W vs Cilic,40.2%,54.7%,49.3%,47.7%,43.8%,61.3%,55.6%,54.8%,43.2%,58.1%,50.0%,33.3%,41.7%,37.5%,-38
2021 Roland Garros R128,W vs Istomin,35.4%,58.5%,69.0%,47.7%,45.7%,67.4%,64.0%,63.0%,52.6%,63.0%,-,10.5%,36.8%,76.5%,-79
2021 Doha R16,W vs Evans,23.8%,43.8%,61.3%,38.2%,29.6%,53.5%,70.0%,50.8%,55.2%,50.0%,0.0%,11.8%,23.5%,46.7%,-79
2020 Australian Open SF,L vs Djokovic,28.8%,43.3%,42.3%,37.9%,35.3%,55.9%,47.7%,49.1%,65.7%,48.5%,33.3%,18.2%,21.2%,33.3%,47
2020 Australian Open QF,W vs Sandgren,30.4%,45.0%,50.9%,39.7%,36.6%,55.4%,54.9%,50.8%,46.9%,57.1%,37.5%,19.6%,26.8%,44.4%,-2
2020 Australian Open R16,W vs Fucsovics,16.5%,32.0%,60.5%,26.2%,20.6%,42.9%,70.0%,36.5%,71.0%,56.3%,33.3%,10.0%,15.0%,47.2%,-79
2020 Australian Open R32,W vs Millman,29.4%,48.2%,57.0%,38.2%,37.5%,59.8%,61.4%,50.8%,41.7%,62.5%,50.0%,15.4%,28.8%,50.0%,34
2020 Australian Open R128,W vs Johnson,42.4%,60.6%,67.6%,51.4%,49.0%,63.3%,64.0%,61.0%,50.0%,44.0%,-,25.0%,56.3%,75.0%,10
2019 Tour Finals SF,L vs Tsitsipas,37.0%,40.7%,35.3%,40.0%,46.7%,53.3%,43.8%,52.0%,50.0%,50.0%,0.0%,25.0%,25.0%,27.8%,-79
2019 Tour Finals RR,W vs Djokovic,57.1%,67.3%,52.6%,63.7%,63.9%,75.0%,46.2%,72.8%,33.3%,28.6%,-,45.5%,54.5%,66.7%,154
2019 Tour Finals RR,W vs Berrettini,41.8%,59.7%,56.4%,50.3%,48.9%,68.9%,56.5%,61.6%,43.5%,40.9%,0.0%,27.3%,40.9%,56.3%,-79
2019 Tour Finals RR,L vs Thiem,34.3%,47.8%,45.5%,43.9%,38.3%,55.3%,55.2%,51.9%,38.1%,50.0%,0.0%,25.0%,30.0%,26.7%,-79
2019 Basel F,W vs De Minaur,22.0%,46.0%,64.1%,35.4%,28.1%,62.5%,69.6%,49.1%,73.3%,41.2%,-,11.1%,16.7%,56.3%,-79
2019 Basel SF,W vs Tsitsipas,34.6%,48.1%,71.9%,42.7%,46.7%,66.7%,62.5%,60.7%,45.5%,52.6%,-,20.0%,25.0%,81.3%,59
Career (776 matches),,32.5%,46.6%,55.9%,40.4%,41.5%,58.4%,60.5%,54.2%,48.2%,52.1%,46.5%,19.6%,30.2%,50.0%,8
