Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2021 Wimbledon R16,W vs Sonego,3.1,2.9,3.2,50.4%,63.2%,63.6%,100.0%,58.8%,48.3%,13.5,11.7,-3.0,-6.7
2021 Wimbledon R32,W vs Norrie,3.3,3.2,3.4,56.1%,51.6%,44.4%,42.9%,53.7%,45.8%,6.0,3.8,-6.0,-7.8
2021 Wimbledon R64,W vs Gasquet,3.3,3.0,3.7,62.3%,50.0%,33.3%,100.0%,40.9%,28.0%,17.0,17.2,-2.0,-1.9
2021 Wimbledon QF,L vs Hurkacz,3.0,3.2,2.9,45.0%,44.4%,36.4%,0.0%,55.4%,49.4%,-4.0,-4.0,-3.0,-7.0
2021 Wimbledon R128,W vs Mannarino,3.6,3.4,3.8,47.3%,65.5%,56.0%,18.2%,52.3%,58.1%,5.5,3.4,-4.0,-5.8
2021 Roland Garros R32,W vs Koepfer,4.4,4.0,4.8,46.5%,50.5%,55.0%,64.0%,52.0%,29.5%,11.0,3.8,-10.0,-5.3
2021 Roland Garros R64,W vs Cilic,2.8,2.6,2.9,53.2%,54.3%,41.7%,66.7%,38.1%,33.1%,8.5,9.6,7.5,7.6
2021 Roland Garros R128,W vs Istomin,3.7,3.1,4.1,56.4%,67.6%,62.5%,53.8%,57.1%,53.2%,17.0,14.8,-2.0,-4.9
2021 Doha R16,W vs Evans,4.0,3.6,4.4,47.2%,67.8%,34.5%,46.7%,46.6%,24.1%,22.5,13.6,-1.0,-0.7
2020 Australian Open SF,L vs Djokovic,3.8,3.9,3.7,50.8%,42.6%,30.0%,26.7%,50.6%,39.4%,8.5,5.6,-8.5,-9.1
2020 Australian Open QF,W vs Sandgren,3.7,3.5,3.8,52.0%,44.3%,50.0%,50.0%,51.8%,35.4%,9.5,4.5,-8.5,-6.3
2020 Australian Open R16,W vs Fucsovics,4.6,4.4,4.8,51.5%,63.0%,50.0%,76.2%,49.0%,40.6%,8.0,4.9,11.0,10.5
2020 Australian Open R32,W vs Millman,4.2,3.7,4.7,50.2%,55.6%,54.1%,40.9%,59.2%,39.9%,-0.5,-0.1,4.5,2.9
2020 Australian Open R128,W vs Johnson,3.4,2.9,3.8,61.6%,54.3%,75.0%,100.0%,54.3%,29.1%,13.0,15.1,1.5,2.7
2019 Tour Finals SF,L vs Tsitsipas,4.0,3.6,4.3,42.7%,54.3%,46.2%,53.8%,54.2%,25.9%,-2.0,-1.6,0.0,0.0
2019 Tour Finals RR,W vs Djokovic,3.5,2.2,4.5,67.1%,60.0%,36.4%,20.0%,53.7%,50.7%,9.5,12.5,5.0,14.7
2019 Tour Finals RR,W vs Berrettini,2.8,2.4,3.3,54.6%,56.0%,57.1%,100.0%,51.2%,61.3%,1.5,2.6,3.5,15.9
2019 Tour Finals RR,L vs Thiem,3.6,3.5,3.7,48.4%,57.1%,22.2%,44.4%,47.8%,35.8%,0.5,0.5,1.0,1.5
2019 Basel F,W vs De Minaur,5.1,4.4,6.0,63.0%,51.9%,66.7%,64.3%,40.7%,42.7%,13.0,16.5,-5.0,-7.0
2019 Basel SF,W vs Tsitsipas,3.4,3.5,3.2,51.3%,57.7%,83.3%,42.9%,58.3%,26.2%,9.5,10.9,0.0,0.0
Career (776 matches),,3.8,3.6,4.1,53.6%,55.0%,50.5%,53.9%,48.7%,37.1%,10.3,8.5,0.5,0.6
