Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2021 Wimbledon R16,W vs Sonego,20.3%,60.0%,22.0%,63.4%,20.5%,13.8%,14.3%,16.7%,33.3%,1.4%,0.0%,94,103
2021 Wimbledon R32,W vs Norrie,8.4%,100.0%,16.7%,82.9%,16.2%,23.5%,20.0%,14.0%,50.0%,0.3%,100.0%,57,53
2021 Wimbledon R64,W vs Gasquet,8.2%,71.4%,14.2%,66.7%,27.3%,34.6%,12.5%,9.9%,20.0%,2.4%,33.3%,105,116
2021 Wimbledon QF,L vs Hurkacz,12.4%,72.7%,19.9%,63.9%,19.3%,15.4%,0.0%,18.9%,16.7%,2.1%,75.0%,146,93
2021 Wimbledon R128,W vs Mannarino,7.3%,42.9%,13.2%,81.3%,16.3%,31.0%,13.0%,14.5%,33.3%,2.3%,37.5%,72,70
2021 Roland Garros R32,W vs Koepfer,13.8%,66.7%,20.1%,71.9%,14.1%,14.7%,19.0%,3.8%,15.8%,3.5%,55.0%,17,17
2021 Roland Garros R64,W vs Cilic,3.0%,66.7%,4.6%,63.6%,22.7%,19.2%,0.0%,20.3%,55.6%,2.9%,42.9%,57,71
2021 Roland Garros R128,W vs Istomin,15.8%,55.6%,15.8%,79.2%,26.4%,45.5%,0.0%,10.3%,50.0%,5.5%,58.3%,93,105
2021 Doha R16,W vs Evans,10.9%,60.0%,22.8%,65.4%,23.8%,33.3%,22.2%,13.9%,46.7%,1.4%,20.0%,88,68
2020 Australian Open SF,L vs Djokovic,7.9%,100.0%,14.1%,65.5%,16.1%,23.3%,0.0%,9.0%,18.8%,1.9%,0.0%,45,39
2020 Australian Open QF,W vs Sandgren,13.9%,69.6%,17.8%,68.4%,13.9%,11.3%,16.7%,8.0%,28.6%,1.2%,80.0%,42,39
2020 Australian Open R16,W vs Fucsovics,11.2%,63.6%,18.2%,82.9%,17.1%,27.7%,0.0%,12.7%,31.3%,1.4%,20.0%,44,13
2020 Australian Open R32,W vs Millman,5.8%,66.7%,18.1%,70.8%,13.0%,24.7%,0.0%,12.4%,41.7%,1.7%,27.3%,34,50
2020 Australian Open R128,W vs Johnson,21.8%,75.0%,23.7%,69.7%,15.4%,9.1%,0.0%,16.7%,41.7%,0.6%,0.0%,57,104
2019 Tour Finals SF,L vs Tsitsipas,5.9%,66.7%,14.0%,75.0%,9.6%,11.5%,0.0%,9.8%,17.6%,1.3%,66.7%,-6,13
2019 Tour Finals RR,W vs Djokovic,2.7%,100.0%,10.8%,58.3%,22.2%,22.2%,25.0%,13.0%,0.0%,1.3%,0.0%,-65,26
2019 Tour Finals RR,W vs Berrettini,12.1%,42.9%,15.4%,60.0%,19.6%,20.0%,20.0%,22.2%,60.0%,0.8%,0.0%,67,79
2019 Tour Finals RR,L vs Thiem,17.7%,54.5%,18.9%,67.9%,18.3%,14.3%,16.7%,12.3%,33.3%,0.0%,-,21,43
2019 Basel F,W vs De Minaur,4.3%,100.0%,22.9%,77.3%,23.9%,4.5%,28.6%,6.7%,33.3%,1.4%,33.3%,-7,-12
2019 Basel SF,W vs Tsitsipas,4.3%,100.0%,10.3%,91.7%,20.3%,25.0%,0.0%,9.7%,60.0%,0.0%,-,58,60
Career (776 matches),,10.5%,68.9%,15.2%,70.6%,17.8%,23.5%,15.7%,9.3%,23.5%,1.1%,39.5%,13,28
